ID,Label,Type,Image,birthPlaceLabel,birthCountryLabel,deathPlaceLabel,deathCountryLabel,Samengestelde werkplaatsen,Samengestelde woonplaatsen,Bijhorendland,BijhorendlandLabel
Q43129301,Jacobus Augustinus de Rijk,Person,,Hilversum,Nederland,,,,,,
Q115839946,Jacobus Vanden Berghe,Person,,Heule,België,Heule,België,,,,
Q45029767,Jakob Muyldermans,Person,,Oksdonk,België,Mechelen,België,,,,
Q2424814,Jan Baptist David,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Baptist%20David%20-%20lithograph%20by%20Louis%20Tuerlinckx.jpg,Lier,België,Leuven,België,,,,
Q42853596,Jan Baptist Vervliet,Person,,,,,,,,,
Q1920135,Jan Bols,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Bols%2C%20borststuk%20door%20E.%20Fabronius.tif,Werchter,België,Aarschot,België,,,,
Q37766220,Jan Broeckaert,Person,,Wetteren,België,Dendermonde,België,,,,
Q110039159,Jan Craeynest,Person,,Oostrozebeke,België,Sint-Michiels,België,,,,
Q120176244,Jan De Neve,Person,,Heist,België,Glasgow,Verenigd Koninkrijk,,,,
Q136805839,Jan Ferdinand Tuerlinckx,Person,,Glabbeek,België,Aarschot,België,,,,
Q2266893,Jan Ferguut,Person,,Sint-Amands,België,Schaarbeek,België,,,,
Q120493880,Jan Frans De Block,Person,,Puurs,België,Puurs,België,,,,
Q120727152,Jan Hendrik Loosveldt,Person,,Tielt,België,Tielt,België,,,,
Q329468,Jan Nolet de Brauwere van Steeland,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jan%20Nolet%20de%20Brauwere%20van%20Steeland%2C%20RP-P-1906-1206.jpg,Rotterdam,Nederland,Vilvoorde,België,,,,
Q975292,Jan Van Beers,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Van%20Beers.jpg,Antwerpen,België,Antwerpen,België,,,,
Q23895006,Jan Willem Brouwers,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Willem%20Brouwers%20%281831-1893%29%2C%20gravure%20J.%20Walter%20%28coll.%20Catharijne%20Convent%29.jpg,Margraten,Nederland,Maastricht,Nederland,,,,
Q119011751,Jan van Damme,Person,,Kortrijk,België,Brugge,België,,,,
Q3171149,Jean Casier,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jean%20Casier%201880%20barcode%20910000105033.jpg,Gent,België,Gent,België,,,,
Q7190386,Jean Joseph Loiseaux,Person,,Bergen,België,Brugge,België,,,,
Q113731929,Jean Scherpereel,Person,,Oostnieuwkerke,België,Brugge,België,,,,
Q2163210,Jean van Ruymbeke,Person,,Kortrijk,België,Oedelem,België,,,,
Q3163681,Jean-Aloys Van Steenkiste,Person,,Rumbeke,België,Brugge,België,,,,
Q354052,Jean-Baptiste Bethune,Person,http://commons.wikimedia.org/wiki/Special:FilePath/JBBethune%20par%20Raoux.jpg,Kortrijk,België,Marke,België,,,,
Q3164253,Jean-Baptiste Malou,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Joannes%20Baptista%20Malou%20-%20Bishop%20of%20Bruges.jpg,Ieper,België,Brugge,België,,,,
Q2672741,Jean-Baptiste de Bethune jr.,Person,,Brugge,België,Heestert,België,,,,
Q122854006,Jeanne Marie Emilie Colette Ghislaine de Bethune,Person,,Oostrozebeke,België,Linden,België,,,,
Q125257816,Jeannette Marie Rosseeuw,Person,,Kortrijk,België,Izegem,België,,,,
Q116508494,Jemima Stroud,Person,,Brentford,Verenigd Koninkrijk,Devizes,Verenigd Koninkrijk,,,,
Q2181847,Jeroom Noterdaeme,Person,,Lo,België,Sint-Andries,België,,,,
Q115838569,Jerôme Vervaeke,Person,,Koekelare,België,Tielt,België,,,,
Q118495679,Joannes Alberdingk,Person,,Amsterdam,Nederland,Amsterdam,Nederland,,,,
Q115980136,Joannes Catulle,Person,,Ingelmunster,België,Brussel,België,,,,
Q123689724,Joannes De Neve,Person,,Evergem,België,Lier,België,,,,
Q115834873,Joannes Spillemaeckers,Person,,Boom,België,Overijse,België,,,,
Q115839975,Joannes Vandenweghe,Person,,Ledegem,België,Houtem,België,,,,
Q3067739,Joaquim Rubió i Ors,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Rubio%20i%20ors.jpg,Barcelona,Spanje,Barcelona,Spanje,,,,
Q3531475,Johan De Stoop,Person,,Brugge,België,Roeselare,België,,,,
Q3166510,Johan Joseph Faict,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Brugge%20-%20Bisschop%20Faict%20%281864-1894%29%20-%20Brugge%20-%20Belgi%C3%AB.jpg,Leffinge,België,Brugge,België,,,,
Q2491266,Johan Winkler,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Winkler.jpg,Leeuwarden,Nederland,Haarlem,Nederland,,,,
Q21549953,Johannes Franck,Person,,Bendorf,Duitsland,Bonn,Duitsland,,,,
Q120733873,Johannes-Désiré Minnaert,Person,,Ursel,België,Tielt,België,,,,
Q120491424,John Crawley,Person,,,,,,,,,
Q119007176,John Joseph Peter Ross,Person,,Brompton,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q76019711,Jonathan Henry Woodward,Person,,County Cavan,Ierland,Elham,Verenigd Koninkrijk,,,,
Q1978794,Joseph Alberdingk Thijm,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Josephus%20Alberdingk%20Thijm%20portret%20%281864-1889%29.png,Amsterdam,Nederland,Amsterdam,Nederland,,,,
Q115820195,Joseph Axters,Person,,Brugge,België,Gent,België,,,,
Q119701807,Joseph Cox Algar,Person,,Bristol,Verenigd Koninkrijk,Roeselare,België,,,,
Q115806424,Joseph Devos,Person,,Heule,België,Ieper,België,,,,
Q115831509,Joseph Gezelle,Person,,Brugge,België,Stene,België,,,,
Q61506427,Joseph Herreboudt,Person,,Brugge,België,Stedelijk gebied Brussel,België,,,,
Q121002664,Joseph Karel Lodewijk Van Impe,Person,,Mere,België,Berlare,België,,,,
Q119041487,Joseph Louis Van Heede,Person,,Brugge,België,,,,,,
Q1707941,Joseph Ryelandt,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Ryelandt.jpg,Brugge,België,Brugge,België,,,,
Q115811334,Joseph Samyn,Person,,Tielt,België,Westouter,België,,,,
Q119013626,Joseph Van Damme,Person,,Brugge,België,,,,,,
Q3185717,Joseph Van den Gheyn,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20van%20den%20Gheyn%20%281854-1913%29.jpg,Gent,België,Brussel,België,,,,
Q2306925,Joseph-Olivier Andries,Person,http://commons.wikimedia.org/wiki/Special:FilePath/J%20O%20Andries%201836.jpg,Ruddervoorde,België,Brugge,België,,,,
Q115809938,Josephus Charle,Person,,Aalbeke,België,Ieper,België,,,,
Q123055332,Jozef Bahri,Person,,,,,,,,,
Q55770641,Jozef Gezelle,Person,,Brugge,België,Moen,België,,,,
Q115818649,Jozef Roggeman,Person,,Wichelen,België,Dendermonde,België,,,,
Q115836535,Jozef Van Damme,Person,,Kortrijk,België,Kinshasa,Congo-Kinshasa,,,,
Q120999228,Jozef Van Heffen,Person,,Sint-Pieters-Leeuw,België,Brugge,België,,,,
Q122872579,Jules Alphonse Marie Ghislain Verest,Person,,Rupelmonde,België,Gent,België,,,,
Q120552708,Jules De Meester,Person,,Roeselare,België,Wetteren,België,,,,
Q115813874,Jules François De Lorge,Person,,Avelgem,België,Sint-Joris,België,,,,
Q125491053,Jules Huysentruyt,Person,,Gullegem,België,Wevelgem,België,,,,
Q115806479,Jules Joye,Person,,Pittem,België,Poperinge,België,,,,
Q2677198,Jules Lagae,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Lagae%20%281862-1931%29.jpg,Roeselare,België,Brugge,België,,,,
Q17428533,Jules Lammens,Person,,Gent,België,Gent,België,,,,
Q115832532,Jules Perquy,Person,,Brugge,België,Leuven,België,,,,
Q120829902,Jules Roose,Person,,Oostnieuwkerke,België,Oostnieuwkerke,België,,,,
Q721772,Jules Vandenpeereboom,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20van%20den%20Peereboom.jpg,Kortrijk,België,Anderlecht,België,,,,
Q115846413,Julia Van Renterghem,Person,,Moorslede,België,Brugge,België,,,,
Q101627274,Juliaan Claerhout,Person,,Wielsbeke,België,Kaster,België,,,,
Q115821474,Juliaan Fové,Person,,Gistel,België,Kortrijk,België,,,,
Q125341815,Juliana Decloedt,Person,,Oedelem,België,Kortrijk,België,,,,
Q126734623,Juliana Spriet,Person,,Wingene,België,Wingene,België,,,,
Q119797432,Julianus Maria Isidorus Blancke,Person,,Dadizele,België,Dadizele,België,,,,
Q125359350,Julie Lievrouw,Person,,Wontergem,België,Brugge,België,,,,
Q125353522,Julie Romanie Verbauwhede,Person,,Waregem,België,Waregem,België,,,,
Q120729903,Julien Maurus,Person,,Oostende,België,Pilling,Verenigd Koninkrijk,,,,
Q116620937,Julienne Elise Van De Wiele,Person,,Kortrijk,België,Kortrijk,België,,,,
Q115841074,Julius Bouten,Person,,Antwerpen,België,Ramsel,België,,,,
Q120489194,Julius Burrick,Person,,Waregem,België,New York,Verenigde Staten,,,,
Q55420570,Julius Leroy,Person,,Roesbrugge-Haringe,België,Veurne,België,,,,
Q55232762,Julius Obrie,Person,,Gent,België,Gent,België,,,,
Q123741345,Julius Pieter Lodewijk Vantomme,Person,,Deerlijk,België,Kortrijk,België,,,,
Q116508893,Justine Van De Velde,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Bidprentje%20Justine%20Van%20de%20Velde.jpg,Evergem,België,Poeke,België,,,,
Q111342238,Karel Beyaert,Person,,Brugge,België,Brugge,België,,,,
Q1950196,Karel Callebert,Person,,Roeselare,België,Blankenberge,België,,,,
Q115979996,Karel De Backer,Person,,Meulebeke,België,Blankenberge,België,,,,
Q2617184,Karel De Flou,Person,,Brugge,België,Brugge,België,,,,
Q115831295,Karel Foulon,Person,,Heule,België,Sint-Denijs,België,,,,
Q970833,Karel Frans Stallaert,Person,http://commons.wikimedia.org/wiki/Special:FilePath/KarelFransStallaert.jpg,Merchtem,België,Schaarbeek,België,,,,
Q970833,Karel Frans Stallaert,Person,http://commons.wikimedia.org/wiki/Special:FilePath/KarelFransStallaert.jpg,Merchtem,België,Everberg,België,,,,
Q41885755,Karel Heynderickx,Person,,Sint-Niklaas,België,Doesburg,Nederland,,,,
Q115819088,Karel Legein,Person,,Roeselare,België,Roeselare,België,,,,
Q119041387,Karel Lodewijk Van Raes,Person,,Geluwe,België,Hoboken,België,,,,
Q111336261,Karel Van De Vyvere,Person,,Tielt,België,Brugge,België,,,,
Q2542423,Karel de Gheldere,Person,,Torhout,België,Koekelare,België,,,,
Q123416923,Katarina Vanhoenacker,Person,,Sint-Denijs,België,Kortrijk,België,,,,
Q118289639,Katharine Woodlock,Person,,Dublin,Ierland,Bath,Verenigd Koninkrijk,,,,
Q123050974,Katherine Wharton,Person,,Beverley,Verenigd Koninkrijk,,,,,,
Q119224999,Laura Perkins,Person,,,,,,,,,
Q115821481,Laurentius Dehulster,Person,,Roeselare,België,Brugge,België,,,,
Q120472271,Lawrence Toole,Person,,Liverpool,Verenigd Koninkrijk,Manchester,Verenigd Koninkrijk,,,,
Q118555164,Leo Lodewijk Hubert Simons,Person,,Roermond,Nederland,,,,,,
Q115836854,Leo Vandorpe,Person,,Zevekote,België,Rollegem-Kapelle,België,,,,
Q119040262,Leon Auguste Joseph Marie Verhoef,Person,,Brugge,België,Brugge,België,,,,
Q115818781,Leon Verwilghen,Person,,,,,,,,,
Q2779054,Leonard Lodewijk De Bo,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Leonard%20Lodewijk%20De%20Bo.jpg,Beveren,België,Poperinge,België,,,,
Q115835156,Leonardus Lootens,Person,,Anzegem,België,Lichtervelde,België,,,,
Q110039170,Leonardus Nuttin,Person,,Wevelgem,België,Zarren,België,,,,
Q115844668,Leonardus Vandemaele,Person,,Tielt,België,Hooglede,België,,,,
Q123050504,Leonida Euphrasia Demonie,Person,,Aarsele,België,,,,,,
Q116687356,Leonie Manceau,Person,,Torhout,België,,,,,,
Q131957313,Leonie Sophie Marie De Ketelaere,Person,,Assebroek,België,,,,,,
Q125516501,Leopold Josephus Marie Nobels,Person,,,,,,,,,
Q118998340,Leopold Pycke,Person,,Sint-Kornelis-Horebeke,België,Highbury,Verenigd Koninkrijk,,,,
Q2619202,Leopold Slosse,Person,,Marke,België,Rumbeke,België,,,,
Q114945031,Livinus Bruneel,Person,,Poperinge,België,Brugge,België,,,,
Q28973666,Lodewijk Roersch,Person,,Maastricht,Nederland,Luik,België,,,,
Q13769746,Lodewijk Scharpé,Person,http://commons.wikimedia.org/wiki/Special:FilePath/GlasraamLodewijkScharpe.jpg,Tielt,België,Betekom,België,,,,
Q2426280,Lodewijk Van Haecke,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20pastoor%20L.%20Van%20Haecke%2C%201897%2C%20Groeningemuseum%2C%200040504000.jpg,Brugge,België,Brugge,België,,,,
Q56036067,Lodewijk Willem Schuermans,Person,,Kampenhout,België,Wilsele,België,,,,
Q119794988,Louis Beyaert-Defoort,Person,,,,,,,,,
Q86735347,Louis David Petit,Person,,Amsterdam,Nederland,Leiden,Nederland,,,,
Q118120903,Louis De Plancke,Person,,Brugge,België,Brugge,België,,,,
Q2134167,Louis Gilliodts,Person,,Brugge,België,Brugge,België,,,,
Q115818009,Louis Goormachtigh,Person,,Dottenijs,België,Heule,België,,,,
Q119003821,Louis Judocus Rooms,Person,,Heusden,België,Oudenaarde,België,,,,
Q119627464,Louis Lorthioir,Person,,,,,,,,,
Q125819387,Louis Vander Heyde,Person,,Alveringem,België,Poperinge,België,,,,
Q115837633,Louis Vanheule,Person,,Halewijn,Frankrijk,Komen,België,,,,
Q121078208,Louis Vercruysse,Person,,Kortrijk,België,Kortrijk,België,,,,
Q119637011,Louis Wallays,Person,,,,,,,,,
Q125351404,Louisa Maria Anna Verdbois,Person,,Bouillon,België,Kortrijk,België,,,,
Q128904091,Louise Adèle Pauline Van Brabant,Person,,Duinkerke,Frankrijk,Menen,België,,,,
Q20902162,Louise Gezelle,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20van%20Louise%20Gezelle%20en%20Stijn%20Streuvels.jpg,Brugge,België,Steenbrugge,België,,,,
Q115835025,Louise Joséphine Doyen,Person,,Oostende,België,Brugge,België,,,,
Q117246781,Louise Sidonie Vervaet,Person,,Sint-Margriete,België,Biervliet,Nederland,,,,
Q120855780,Lucy Weguelin,Person,,Brighton,Verenigd Koninkrijk,Bath,Verenigd Koninkrijk,,,,
Q1851297,Léon van Ockerhout,Person,,Brugge,België,Loppem,België,,,,
Q117227189,Léonie Pauline Marie Bersou,Person,,Kortrijk,België,,,,,,
Q64727835,Macarios Haddad,Person,,,,,,,,,
Q37793252,Marcel Provence,Person,,Marseille,Frankrijk,Aix-en-Provence,Frankrijk,,,,
Q118175361,Marcel Van Dromme,Person,,Westouter,België,Lo,België,,,,
Q116688354,Margareta Laura Augusta Lassence,Person,,Luik,België,,,,,,
Q116621811,Marguerite Marie Josephine Sonck,Person,,Denderleeuw,België,Willemstad,Curaçao,,,,
Q116621725,Maria Constantia Gezelle,Person,,Heule,België,Heule,België,,,,
Q116620833,Maria De Bo,Person,,Beveren,België,,,,,,
Q128034737,Maria Euphemia Verbanck,Person,,Zarren,België,Kortrijk,België,,,,
Q125342034,Maria Helena Pieters,Person,,Reninge,België,Reninge,België,,,,
Q122798023,Maria Ida Jacobina Daerden,Person,,Tongeren,België,Kortrijk,België,,,,
Q122790642,Maria Joanna Maes,Person,,Zwevegem,België,Brugge,België,,,,
Q116621244,Maria Josepha Augusta Van Doorne,Person,,Poeke,België,Meulebeke,België,,,,
Q116659577,Maria Josepha Gezelle,Person,,Heule,België,Heule,België,,,,
Q123414712,Maria Juliana Lucia Delbaere,Person,,Ingooigem,België,Brugge,België,,,,
Q117265039,Maria Ludovica Charlotta Lauwers,Person,,Ingelmunster,België,,,,,,
Q116621699,Maria Magdalena Gezelle,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20Philomena%20De%20Smet%2C%20Maria%20Gezelle%20en%20Hortense%20Gezelle%20%28cropped%29.jpg,Brugge,België,Loppem,België,,,,
Q117229566,Maria Philomena D'Hondt,Person,,Gent,België,Kortrijk,België,,,,
Q117244772,Marie Antoinette Descamps,Person,,Harelbeke,België,Kortrijk,België,,,,
Q125257556,Marie Bert,Person,,Gent,België,Gent,België,,,,
Q123554207,Marie Colette Joséphine Caïmo,Person,,Schelle,België,Oostkamp,België,,,,
Q116672748,Marie Elise Amandine Lateur,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20Caesar%20Gezelle%2C%20Philomena%20De%20Smet%20en%20Elisa%20Lateur.jpg,Roubaix,Frankrijk,Machelen,België,,,,
Q131928167,Marie Flore Joseph Goemaere,Person,,Kortrijk,België,,,,,,
Q123606015,Marie Julie Eugénie Goddyn,Person,,Sint-Joost-ten-Node,België,Ukkel,België,,,,
Q129072389,Marie Mélanie Jeanne Vanackere,Person,,Menen,België,,,,,,
Q125359798,Marie Philomene Van Walleghem,Person,,Meulebeke,België,,,,,,
Q125334130,Marie Sophie Devys,Person,,Kortrijk,België,Kortrijk,België,,,,
Q123399726,Marie Sophie Joséphine Delva,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20Marie%20Sophie%20Bruneel-Delva.jpg,Kortrijk,België,Ieper,België,,,,
Q122794969,Marie Stéphanie Vantomme,Person,,Kuurne,België,,,,,,
Q128903989,Marie Thérèse Joseph Anne Louise Julie Flore Clotilde Roels,Person,,Brugge,België,,,,,,
Q122753360,Marie-Antoinette Pollenus,Person,,Hasselt,België,Gent,België,,,,
Q116509131,Marie-Sophie Deschryver,Person,,Wervik,België,Rijsel,Frankrijk,,,,
Q125361599,Marion Violet Thomas,Person,,Norfolk,Verenigd Koninkrijk,Brugge,België,,,,
Q119217815,Martinus Coune,Person,,Veulen,België,Veulen,België,,,,
Q116510958,Mary Ann F. Andrewes,Person,,Brentford,Verenigd Koninkrijk,Kingston upon Thames,Verenigd Koninkrijk,,,,
Q117246934,Mary Ann Walton,Person,,Londen,Verenigd Koninkrijk,New York,Verenigde Staten,,,,
Q116510998,Mary Anne Macdaniel,Person,,Londen,Verenigd Koninkrijk,,,,,,
Q125357784,Mary Catherine Cole,Person,,Bristol,Verenigd Koninkrijk,Gent,België,,,,
Q75320316,Mary Constantia Clifford,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20Mary%20Clifford.jpg,Devon,Verenigd Koninkrijk,Warwick,Verenigd Koninkrijk,,,,
Q122780659,Mary Elizabeth Johnson,Person,,Q1425428,Verenigd Koninkrijk,,,,,,
Q75279907,Mary Isabel Lucy Dormer,Person,,Warwick,Verenigd Koninkrijk,Q67574558,Verenigd Koninkrijk,,,,
Q122842204,Mary Louisa Farbrother,Person,,Oxford,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,
Q116621328,Mary Lucy Vavasour,Person,,Yorkshire,Verenigd Koninkrijk,Hammersmith,Verenigd Koninkrijk,,,,
Q116621363,Mary Margaret Weale,Person,,Brugge,België,Londen,Verenigd Koninkrijk,,,,
Q116621552,Mathilde Catteeuw,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Doodsprentje%20Mathilde%20Catteeuw.tif,Kortrijk,België,Kortrijk,België,,,,
Q115852702,Mathilde Germonprez,Person,,Nukerke,België,Staden,België,,,,
Q125365471,Mathilde Jeanne Marie de Robiano,Person,,Rumillies,België,Rumillies,België,,,,
Q123050722,Mathilde Sophie Theresia Renodeyn,Person,,Brugge,België,Brugge,België,,,,
Q75320317,Maurice Denis Kavanagh,Person,,Penzance,Verenigd Koninkrijk,Prestwich,Verenigd Koninkrijk,,,,
Q121053317,Maurice Vander Haeghen,Person,,Gent,België,Gent,België,,,,
Q2413334,Max Rooses,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Rooses.jpg,Antwerpen,België,Antwerpen,België,,,,
Q125559455,Medardus Van De Poele,Person,,Brugge,België,Sint-Omaars,Frankrijk,,,,
Q118612085,Michael Buckley,Person,,Cahir,Ierland,Youghal,Ierland,,,,
Q115826199,Modest Delplace,Person,,Torhout,België,Brugge,België,,,,
Q15982597,Monica De Vriese,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Bidprentje%20Monica%20De%20Vriese.jpg,Wingene,België,Heule,België,,,,
Q18655152,Napoleon de Pauw,Person,http://commons.wikimedia.org/wiki/Special:FilePath/NapoleonDePauw.jpg,Gent,België,Gent,België,,,,
Q672816,Nicholas Wiseman,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Wiseman.jpg,Sevilla,Spanje,Londen,Verenigd Koninkrijk,,,,
Q116621407,Octavie Petyt,Person,,Brugge,België,Brugge,België,,,,
Q122833200,Octavie Van Gillewe,Person,,Zarren,België,Kortrijk,België,,,,
Q115831919,Octavus D'Hooghe,Person,,Wichelen,België,Zele,België,,,,
Q129121545,Oda Verriest,Person,,Deerlijk,België,Westerlo,België,,,,
Q123742237,Odilon Van Den Berghe,Person,,,,,,,,,
Q120920666,P. F. Van De Meulebroucke,Person,,Berchem,België,Berchem,België,,,,
Q125538145,Patrick Joseph Ryan,Person,,,,Clonegal,Ierland,,,,
Q784390,Paul Alberdingk Thijm,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Paul%20Alberdingk%20Thijm.jpg,Amsterdam,Nederland,Leuven,België,,,,
Q784390,Paul Alberdingk Thijm,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Paul%20Alberdingk%20Thijm.jpg,Amsterdam,Nederland,Kessel-Lo,België,,,,
Q1896762,Paul Kiroul,Person,,Berchem,België,Sint-Andries,België,,,,
Q122987963,Paul Van Dorpe,Person,,Eine,België,Oudenaarde,België,,,,
Q122801530,Pauline Rosalie Bruneel,Person,,Torhout,België,Torhout,België,,,,
Q131928133,Pelagie Vuylsteke,Person,,Poelkapelle,België,Kortrijk,België,,,,
Q56036064,Peter Jozef Scherpenseel,Person,,Schinveld,Nederland,Schaarbeek,België,,,,
Q136703696,Petrus Alfons Beelaert,Person,,Bachte-Maria-Leerne,België,Sint-Pauwels,België,,,,
Q136703696,Petrus Alfons Beelaert,Person,,Bachte-Maria-Leerne,België,Vrasene,België,,,,
Q115979048,Petrus Baelden,Person,,Houtem,België,Nieuwkerke,België,,,,
Q115819139,Petrus De Smedt,Person,,Mazenzele,België,Sint-Joost-ten-Node,België,,,,
Q120973922,Petrus Josephus Maria Van Doorne,Person,,,,,,,,,
Q120333083,Petrus Ludovicus Dessein,Person,,Wervik,België,Brugge,België,,,,
Q18415039,Philippe Van der Haeghen,Person,,Brussel,België,Parijs,Frankrijk,,,,
Q117244643,Philomena De Smet,Person,,Sint-Lievens-Houtem,België,Brugge,België,,,,
Q125257906,Pierre Joseph Deraedt,Person,,,,,,,,,
Q118732528,Pierre Laigneil,Person,,Roeselare,België,Kortrijk,België,,,,
Q28584401,Pierre Nicolas Croquison,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Nicolas%20Croquison.jpg,Kortrijk,België,Kortrijk,België,,,,
Q110039178,Pieter Baes,Person,,Elverdinge,België,Izegem,België,,,,
Q118136722,Pieter Benoit,Person,,Kuurne,België,Salford,Verenigd Koninkrijk,,,,
Q2182589,Pieter Busschaert,Person,,Damme,België,Vichte,België,,,,
Q14101076,Pieter Génard,Person,http://commons.wikimedia.org/wiki/Special:FilePath/PieterG%C3%A9nard.jpg,Antwerpen,België,Antwerpen,België,,,,
Q15982596,Pieter Jan Gezelle,Person,,,,,,,,,
Q120884878,Pieter Jan Timmerman,Person,,Oostnieuwkerke,België,Kortemark,België,,,,
Q2159132,Pieter Lansens,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Lansens.jpg,Lichtervelde,België,Koekelare,België,,,,
Q115836217,Pieter Plets,Person,,Rumbeke,België,Rumbeke,België,,,,
Q22002048,Pieter Raoux,Person,,Assebroek,België,Brugge,België,,,,
Q6242432,Pieter Willems,Person,http://commons.wikimedia.org/wiki/Special:FilePath/PieterWillems.png,Maastricht,Nederland,Leuven,België,,,,
Q6242432,Pieter Willems,Person,http://commons.wikimedia.org/wiki/Special:FilePath/PieterWillems.png,Maastricht,Nederland,Sint-Joris-Weert,België,,,,
Q42306892,Pieter van den Broeck,Person,,Hamme,België,Hamme,België,,,,
Q110039180,Placidus Haghebaert,Person,,Noordschote,België,Leuven,België,,,,
Q3515115,Pol de Mont,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Pol%20de%20Mont%201896.jpg,Wambeek,België,Berlijn,Duitsland,,,,
Q110039361,Polydoor Dionysius Daniëls,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Eerwaarde%20Heer%20pastoor%20Dani%C3%ABls%2C%20PA04467.jpg,Diest,België,Hoeilaart,België,,,,
Q2754460,Prosper Antoine Van Langendonck,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Langendonck.jpg,Brussel,België,Brussel,België,,,,
Q120488044,Prosper Bernard,Person,,,,,,,,,
Q122801933,Rafaël Debo,Person,,Kortrijk,België,Kortrijk,België,,,,
Q1796639,Rafaël Verhulst,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Raf%20Verhulst.jpg,Wommelgem,België,Aken,Duitsland,,,,
Q1796639,Rafaël Verhulst,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Raf%20Verhulst.jpg,Wommelgem,België,Vaals,Nederland,,,,
Q115822210,Raymond Muyldermans,Person,,Balen,België,Calcutta,India,,,,
Q4423628,Remi Ghesquiere,Person,,,,,,,,,
Q115807960,Remigius De Ryckere,Person,,Emelgem,België,Emelgem,België,,,,
Q123722465,Renaat Joye,Person,,Woumen,België,Woumen,België,,,,
Q119699762,René Frans Adriaens,Person,,Zedelgem,België,Zedelgem,België,,,,
Q2087117,René Vermandere,Person,,Kortrijk,België,Antwerpen,België,,,,
Q115817263,René van Honsebrouck,Person,,Werken,België,Antwerpen,België,,,,
Q120651810,René-François Flahault,Person,,Belle,Frankrijk,,,,,,
Q64302,Richard Andree,Person,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A0%D0%B8%D1%85%D0%B0%D1%80%D0%B4%20%D0%90%D0%BD%D0%B4%D1%80%D0%B5.jpg,Braunschweig,Duitsland,München,Duitsland,,,,
Q115813641,Rijkaart Carette,Person,,Meulebeke,België,Koolskamp,België,,,,
Q7343011,Robert Coffin,Person,,Brighton,Verenigd Koninkrijk,Teignmouth,Verenigd Koninkrijk,,,,
Q125472922,Robert John Stanislaw Edmonstone,Person,,Blackburn,Verenigd Koninkrijk,Gwanda,Zimbabwe,,,,
Q113675636,Robrecht Willaert,Person,,Esen,België,Lumbres,Frankrijk,,,,
Q136734381,Roland Joseph De Meester,Person,,Roeselare,België,Kortrijk,België,,,,
Q117244395,Romaan Gislijn Gezelle,Person,,Brugge,België,Brugge,België,,,,
Q115844249,Rosalia Verstraete,Person,,Egem,België,Deftinge,België,,,,
Q123050592,Ruth Rose Drew,Person,,Haiderabad,India,Brugge,België,,,,
Q119006339,Samuel Roper,Person,,Dorset,Verenigd Koninkrijk,Bedminster,Verenigd Koninkrijk,,,,
Q116508674,Savina L.J. van Caloen-de Gourcy,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20Savina%20Van%20Caloen.tif,Gent,België,Loppem,België,,,,
Q14331462,Seraphijn Dequidt,Person,,Oeren,België,De Panne,België,,,,
Q56036025,Servaas Domien Daems,Person,,Noorderwijk,België,Tongerlo,België,,,,
