placeItem,placeLabel,countryItem,countryLabel
http://www.wikidata.org/entity/Q1704244,Rumbeke,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q3453174,Rumillies,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q1618770,Rupelmonde,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q38298881,Saint-Roch,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q12887,Schaarbeek,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q2392360,Scheldewindeke,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q911968,Schelle,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q263177,Schilde,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q2568071,Schore,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q2755150,Schuiferskapelle,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q194037,Seraing,http://www.wikidata.org/entity/Q31,België
http://www.wikidata.org/entity/Q1287283,Serskamp,http://www.wikidata.org/entity/Q31,België
