source,target,Type,Weight,relationshipType
Q123414143,Q639974,Undirected,1,Geboorteplaats
Q123414143,Q12995,Undirected,1,Woonplaats
Q120556695,Q12994,Undirected,1,Sterfteplaats
Q120556695,Q239,Undirected,1,Geboorteplaats
Q56036023,Q11131,Undirected,1,Sterfteplaats
Q123052123,Q12995,Undirected,1,Sterfteplaats
Q123052123,Q12995,Undirected,1,Geboorteplaats
Q116621789,Q2974907,Undirected,1,Sterfteplaats
Q116621789,Q2974907,Undirected,1,Geboorteplaats
Q115814591,Q12886,Undirected,1,Werklocatie
Q115814591,Q2526091,Undirected,1,Werklocatie
Q115814591,Q2526091,Undirected,1,Sterfteplaats
Q115814591,Q2004020,Undirected,1,Geboorteplaats
Q115814591,Q118958,Undirected,1,Werklocatie
Q115814591,Q711,Undirected,1,Werklocatie
Q2309565,Q31,Undirected,1,In Land
Q12997,Q31,Undirected,1,In Land
Q115855636,Q2346906,Undirected,1,Werklocatie
Q115855636,Q12994,Undirected,1,Sterfteplaats
Q115855636,Q12994,Undirected,1,Werklocatie
Q115855636,Q696887,Undirected,1,Geboorteplaats
Q115855636,Q12996,Undirected,1,Werklocatie
Q2770967,Q12994,Undirected,1,Sterfteplaats
Q2770967,Q12994,Undirected,1,Werklocatie
Q2770967,Q12995,Undirected,1,Geboorteplaats
Q2770967,Q211037,Undirected,1,Werklocatie
Q115981938,Q614274,Undirected,1,Werklocatie
Q115981938,Q270644,Undirected,1,Sterfteplaats
Q115981938,Q270644,Undirected,1,Geboorteplaats
Q115981938,Q1021457,Undirected,1,Werklocatie
Q115981938,Q2746117,Undirected,1,Werklocatie
Q115981938,Q2191886,Undirected,1,Werklocatie
Q115981938,Q651811,Undirected,1,Werklocatie
Q115981938,Q318532,Undirected,1,Werklocatie
Q115838563,Q328104,Undirected,1,Werklocatie
Q115838563,Q12994,Undirected,1,Werklocatie
Q115838563,Q3049134,Undirected,1,Geboorteplaats
Q115838563,Q1023248,Undirected,1,Werklocatie
Q115838563,Q2505670,Undirected,1,Werklocatie
Q115838563,Q2505670,Undirected,1,Sterfteplaats
Q115838563,Q651811,Undirected,1,Werklocatie
Q2684959,Q890339,Undirected,1,Werklocatie
Q2684959,Q12994,Undirected,1,Werklocatie
Q2684959,Q12995,Undirected,1,Werklocatie
Q2684959,Q12995,Undirected,1,Sterfteplaats
Q2684959,Q499588,Undirected,1,Werklocatie
Q2684959,Q1704244,Undirected,1,Geboorteplaats
Q2065109,Q1296,Undirected,1,Werklocatie
Q2065109,Q1296,Undirected,1,Sterfteplaats
Q2065109,Q1296,Undirected,1,Geboorteplaats
Q2065109,Q2538413,Undirected,1,Woonplaats
Q663930,Q142,Undirected,1,In Land
Q125365215,Q12994,Undirected,1,Werklocatie
Q125365215,Q12995,Undirected,1,Sterfteplaats
Q125365215,Q118958,Undirected,1,Geboorteplaats
Q2044,Q38,Undirected,1,In Land
Q116660566,Q12994,Undirected,1,Geboorteplaats
Q116660566,Q12994,Undirected,1,Woonplaats
Q116660566,Q3110823,Undirected,1,Werklocatie
Q116660566,Q3110823,Undirected,1,Woonplaats
Q116660566,Q3110823,Undirected,1,Sterfteplaats
Q116660566,Q498655,Undirected,1,Werklocatie
Q116660566,Q12995,Undirected,1,Werklocatie
Q116660566,Q255575,Undirected,1,Werklocatie
Q116660566,Q2316093,Undirected,1,Werklocatie
Q115981931,Q102728,Undirected,1,Werklocatie
Q115981931,Q731501,Undirected,1,Sterfteplaats
Q115981931,Q731501,Undirected,1,Werklocatie
Q115981931,Q211037,Undirected,1,Werklocatie
Q115981931,Q2354846,Undirected,1,Geboorteplaats
Q115981931,Q270633,Undirected,1,Werklocatie
Q115981931,Q318532,Undirected,1,Werklocatie
Q3074712,Q31,Undirected,1,In Land
Q1010212,Q145,Undirected,1,In Land
Q116509612,Q131491,Undirected,1,Woonplaats
Q116509612,Q4974338,Undirected,1,Woonplaats
Q116509612,Q1981740,Undirected,1,Sterfteplaats
Q116509612,Q28599921,Undirected,1,Woonplaats
Q116509612,Q2065416,Undirected,1,Geboorteplaats
Q119039938,Q125163,Undirected,1,Geboorteplaats
Q119039938,Q161491,Undirected,1,Sterfteplaats
Q122964092,Q499588,Undirected,1,Woonplaats
Q122964092,Q499588,Undirected,1,Sterfteplaats
Q122964092,Q499588,Undirected,1,Werklocatie
Q122964092,Q499588,Undirected,1,Geboorteplaats
Q115811922,Q12995,Undirected,1,Sterfteplaats
Q115811922,Q822783,Undirected,1,Geboorteplaats
Q115982485,Q2346906,Undirected,1,Werklocatie
Q115982485,Q2480040,Undirected,1,Werklocatie
Q115982485,Q102728,Undirected,1,Werklocatie
Q115982485,Q12995,Undirected,1,Sterfteplaats
Q115982485,Q817372,Undirected,1,Geboorteplaats
Q115831995,Q270644,Undirected,1,Werklocatie
Q115831995,Q270644,Undirected,1,Sterfteplaats
Q115831995,Q2742,Undirected,1,Geboorteplaats
Q115831995,Q13127,Undirected,1,Werklocatie
Q115982545,Q12994,Undirected,1,Werklocatie
Q115982545,Q270633,Undirected,1,Werklocatie
Q115982545,Q270633,Undirected,1,Sterfteplaats
Q115982545,Q2227700,Undirected,1,Geboorteplaats
Q142,Q142,Undirected,1,In Land
Q2361397,Q12892,Undirected,1,Geboorteplaats
Q2361397,Q208713,Undirected,1,Sterfteplaats
Q15461013,Q1296,Undirected,1,Werklocatie
Q15461013,Q1296,Undirected,1,Geboorteplaats
Q15461013,Q1296,Undirected,1,Sterfteplaats
Q15956,Q604222,Undirected,1,Sterfteplaats
Q15956,Q1817149,Undirected,1,Geboorteplaats
Q121078001,Q16,Undirected,1,Werklocatie
Q121078001,Q2320749,Undirected,1,Geboorteplaats
Q121078001,Q24639,Undirected,1,Sterfteplaats
Q120913841,Q332310,Undirected,1,Geboorteplaats
Q120913841,Q663930,Undirected,1,Werklocatie
Q120913841,Q473892,Undirected,1,Werklocatie
Q120913841,Q274325,Undirected,1,Werklocatie
Q120913841,Q773585,Undirected,1,Werklocatie
Q120913841,Q641313,Undirected,1,Sterfteplaats
Q120913841,Q641313,Undirected,1,Werklocatie
Q120913841,Q1152274,Undirected,1,Werklocatie
Q120504176,Q12994,Undirected,1,Geboorteplaats
Q120504176,Q12994,Undirected,1,Werklocatie
Q120504176,Q102728,Undirected,1,Werklocatie
Q120504176,Q13581283,Undirected,1,Sterfteplaats
Q120504176,Q213224,Undirected,1,Werklocatie
Q120504176,Q211037,Undirected,1,Werklocatie
Q136735429,Q12994,Undirected,1,Werklocatie
Q136735429,Q12994,Undirected,1,Geboorteplaats
Q136735429,Q12994,Undirected,1,Sterfteplaats
Q1894475,Q12994,Undirected,1,Geboorteplaats
Q1894475,Q12994,Undirected,1,Werklocatie
Q1894475,Q12994,Undirected,1,Sterfteplaats
Q1286149,Q1027584,Undirected,1,Geboorteplaats
Q1286149,Q84,Undirected,1,Sterfteplaats
Q42596,Q498858,Undirected,1,Sterfteplaats
Q42596,Q498858,Undirected,1,Geboorteplaats
Q122754021,Q12995,Undirected,1,Sterfteplaats
Q122754021,Q12995,Undirected,1,Geboorteplaats
Q125351679,Q12995,Undirected,1,Werklocatie
Q125351679,Q12995,Undirected,1,Woonplaats
Q125351679,Q3992,Undirected,1,Geboorteplaats
Q125351679,Q90,Undirected,1,Sterfteplaats
Q464454,Q31,Undirected,1,In Land
Q949276,Q31,Undirected,1,In Land
Q1963590,Q31,Undirected,1,In Land
Q1296,Q31,Undirected,1,In Land
Q122971209,Q34217,Undirected,1,Werklocatie
Q122971209,Q34217,Undirected,1,Sterfteplaats
Q119796023,Q12995,Undirected,1,Geboorteplaats
Q119796023,Q12995,Undirected,1,Werklocatie
Q119796023,Q12995,Undirected,1,Sterfteplaats
Q118725738,Q47952,Undirected,1,Geboorteplaats
Q118725738,Q146811,Undirected,1,Sterfteplaats
Q118189985,Q12994,Undirected,1,Woonplaats
Q118189985,Q12994,Undirected,1,Sterfteplaats
Q118189985,Q623382,Undirected,1,Geboorteplaats
Q499532,Q31,Undirected,1,In Land
Q2606766,Q126898,Undirected,1,Sterfteplaats
Q2606766,Q2340735,Undirected,1,Geboorteplaats
Q2606766,Q13581283,Undirected,1,Werklocatie
Q2606766,Q28301,Undirected,1,Werklocatie
Q2606766,Q8678,Undirected,1,Werklocatie
Q2606766,Q220,Undirected,1,Werklocatie
Q2319173,Q43631,Undirected,1,Sterfteplaats
Q2319173,Q1164598,Undirected,1,Geboorteplaats
Q116460145,Q955,Undirected,1,Geboorteplaats
Q116460145,Q955,Undirected,1,Woonplaats
Q116460145,Q239091,Undirected,1,Woonplaats
Q116460145,Q239091,Undirected,1,Sterfteplaats
Q116460145,Q211037,Undirected,1,Woonplaats
Q116460145,Q109571087,Undirected,1,Woonplaats
Q1021457,Q31,Undirected,1,In Land
Q815948,Q31,Undirected,1,In Land
Q2625637,Q31,Undirected,1,In Land
Q984868,Q31,Undirected,1,In Land
Q4093,Q145,Undirected,1,In Land
Q383912,Q145,Undirected,1,In Land
Q81220,Q55,Undirected,1,In Land
Q122842009,Q12995,Undirected,1,Woonplaats
Q122842009,Q184090,Undirected,1,Geboorteplaats
Q749,Q55,Undirected,1,In Land
Q23666,Q145,Undirected,1,In Land
Q23306,Q145,Undirected,1,In Land
Q769160,Q142,Undirected,1,In Land
Q1978079,Q31,Undirected,1,In Land
Q115844439,Q735797,Undirected,1,Sterfteplaats
Q115844439,Q735797,Undirected,1,Geboorteplaats
Q115844439,Q735797,Undirected,1,Werklocatie
Q115813555,Q12892,Undirected,1,Werklocatie
Q115813555,Q239,Undirected,1,Sterfteplaats
Q115813555,Q239,Undirected,1,Werklocatie
Q115813555,Q464454,Undirected,1,Werklocatie
Q115813555,Q118958,Undirected,1,Werklocatie
Q115813555,Q162022,Undirected,1,Werklocatie
Q115813555,Q162022,Undirected,1,Geboorteplaats
Q115835763,Q639974,Undirected,1,Werklocatie
Q115835763,Q639974,Undirected,1,Sterfteplaats
Q115835763,Q12994,Undirected,1,Werklocatie
Q115835763,Q102728,Undirected,1,Werklocatie
Q115835763,Q392337,Undirected,1,Geboorteplaats
Q122872984,Q392337,Undirected,1,Geboorteplaats
Q122872984,Q49218,Undirected,1,Sterfteplaats
Q2190493,Q822771,Undirected,1,Geboorteplaats
Q2190493,Q118958,Undirected,1,Werklocatie
Q2190493,Q189153,Undirected,1,Sterfteplaats
Q2190493,Q318532,Undirected,1,Werklocatie
Q115837646,Q739996,Undirected,1,Sterfteplaats
Q115837646,Q3110841,Undirected,1,Geboorteplaats
Q115838249,Q822783,Undirected,1,Werklocatie
Q115838249,Q705028,Undirected,1,Sterfteplaats
Q115838249,Q705028,Undirected,1,Werklocatie
Q115838249,Q2354846,Undirected,1,Werklocatie
Q115838249,Q506707,Undirected,1,Geboorteplaats
Q115818541,Q12994,Undirected,1,Geboorteplaats
Q115818541,Q12995,Undirected,1,Sterfteplaats
Q2496044,Q12994,Undirected,1,Werklocatie
Q2496044,Q12994,Undirected,1,Sterfteplaats
Q2496044,Q239,Undirected,1,Geboorteplaats
Q2496044,Q12995,Undirected,1,Werklocatie
Q2496044,Q2561079,Undirected,1,Werklocatie
Q2496044,Q211037,Undirected,1,Werklocatie
Q2496044,Q696982,Undirected,1,Werklocatie
Q2191260,Q328104,Undirected,1,Werklocatie
Q2191260,Q12994,Undirected,1,Werklocatie
Q2191260,Q12994,Undirected,1,Sterfteplaats
Q2191260,Q2512929,Undirected,1,Geboorteplaats
Q2191260,Q430812,Undirected,1,Werklocatie
Q122971559,Q1963590,Undirected,1,Sterfteplaats
Q122971559,Q1963590,Undirected,1,Werklocatie
Q122971559,Q499588,Undirected,1,Werklocatie
Q122971559,Q651811,Undirected,1,Geboorteplaats
Q122971559,Q506707,Undirected,1,Werklocatie
Q122971559,Q2091146,Undirected,1,Werklocatie
Q1557796,Q954,Undirected,1,In Land
Q9920,Q55,Undirected,1,In Land
Q1361,Q668,Undirected,1,In Land
Q109042,Q20,Undirected,1,In Land
Q631265,Q142,Undirected,1,In Land
Q210003,Q31,Undirected,1,In Land
Q391294,Q31,Undirected,1,In Land
Q277162,Q145,Undirected,1,In Land
Q25610,Q145,Undirected,1,In Land
Q2741641,Q31,Undirected,1,In Land
Q2647040,Q31,Undirected,1,In Land
Q478797,Q31,Undirected,1,In Land
Q58780,Q31,Undirected,1,In Land
Q29245,Q145,Undirected,1,In Land
Q473892,Q142,Undirected,1,In Land
Q5685502,Q145,Undirected,1,In Land
Q11131,Q142,Undirected,1,In Land
Q2195310,Q55,Undirected,1,In Land
Q1849663,Q31,Undirected,1,In Land
Q2966,Q183,Undirected,1,In Land
Q125541827,Q586,Undirected,1,Geboorteplaats
Q125541827,Q12994,Undirected,1,Werklocatie
Q125541827,Q1296,Undirected,1,Werklocatie
Q125541827,Q36433,Undirected,1,Werklocatie
Q2974907,Q31,Undirected,1,In Land
Q2134798,Q31,Undirected,1,In Land
Q116508871,Q12994,Undirected,1,Woonplaats
Q116508871,Q21,Undirected,1,Sterfteplaats
Q116508871,Q21,Undirected,1,Woonplaats
Q116508871,Q84,Undirected,1,Geboorteplaats
Q125360612,Q81997,Undirected,1,Werklocatie
Q724448,Q31,Undirected,1,In Land
Q119794240,Q17856,Undirected,1,Werklocatie
Q119794240,Q146659,Undirected,1,Werklocatie
Q119794240,Q204956,Undirected,1,Sterfteplaats
Q119794240,Q102728,Undirected,1,Geboorteplaats
Q119794240,Q133315,Undirected,1,Werklocatie
Q119794240,Q24826,Undirected,1,Werklocatie
Q119794240,Q203000,Undirected,1,Werklocatie
Q119794240,Q667610,Undirected,1,Werklocatie
Q119794240,Q55453014,Undirected,1,Werklocatie
Q87648661,Q239,Undirected,1,Geboorteplaats
Q87648661,Q12995,Undirected,1,Sterfteplaats
Q87648661,Q12995,Undirected,1,Werklocatie
Q119860278,Q12892,Undirected,1,Geboorteplaats
Q119860278,Q12892,Undirected,1,Woonplaats
Q119860278,Q12892,Undirected,1,Sterfteplaats
Q119860278,Q12892,Undirected,1,Werklocatie
Q378133,Q12892,Undirected,1,Geboorteplaats
Q378133,Q208713,Undirected,1,Sterfteplaats
Q378133,Q263177,Undirected,1,Woonplaats
Q378133,Q488688,Undirected,1,Woonplaats
Q136760074,Q2681034,Undirected,1,Geboorteplaats
Q136760074,Q392337,Undirected,1,Werklocatie
Q136760074,Q2505670,Undirected,1,Sterfteplaats
Q120377148,Q2791245,Undirected,1,Geboorteplaats
Q120377148,Q2791245,Undirected,1,Sterfteplaats
Q120377148,Q188304,Undirected,1,Werklocatie
Q113627806,Q146690,Undirected,1,Werklocatie
Q113627806,Q385060,Undirected,1,Werklocatie
Q113627806,Q925424,Undirected,1,Werklocatie
Q113627806,Q587996,Undirected,1,Werklocatie
Q113627806,Q3475027,Undirected,1,Geboorteplaats
Q113627806,Q3475027,Undirected,1,Sterfteplaats
Q113627806,Q3057456,Undirected,1,Werklocatie
Q113627806,Q79848,Undirected,1,Werklocatie
Q571426,Q79980,Undirected,1,Werklocatie
Q571426,Q43631,Undirected,1,Werklocatie
Q571426,Q1309,Undirected,1,Werklocatie
Q571426,Q3504647,Undirected,1,Geboorteplaats
Q571426,Q803,Undirected,1,Sterfteplaats
Q115815004,Q12994,Undirected,1,Werklocatie
Q115815004,Q1260195,Undirected,1,Werklocatie
Q115815004,Q102728,Undirected,1,Geboorteplaats
Q115815004,Q12995,Undirected,1,Sterfteplaats
Q115815004,Q12996,Undirected,1,Werklocatie
Q115815004,Q651811,Undirected,1,Werklocatie
Q114081509,Q735797,Undirected,1,Geboorteplaats
Q114081509,Q735797,Undirected,1,Werklocatie
Q114081509,Q735797,Undirected,1,Sterfteplaats
Q11029222,Q12994,Undirected,1,Sterfteplaats
Q11029222,Q12994,Undirected,1,Geboorteplaats
Q11029222,Q12994,Undirected,1,Werklocatie
Q115840228,Q12995,Undirected,1,Sterfteplaats
Q115840228,Q12995,Undirected,1,Werklocatie
Q115840228,Q211037,Undirected,1,Werklocatie
Q115840228,Q244934,Undirected,1,Geboorteplaats
Q94896539,Q1809061,Undirected,1,Werklocatie
Q94896539,Q81220,Undirected,1,Werklocatie
Q94896539,Q81220,Undirected,1,Sterfteplaats
Q94896539,Q2798071,Undirected,1,Werklocatie
Q94896539,Q2616736,Undirected,1,Werklocatie
Q94896539,Q2616736,Undirected,1,Geboorteplaats
Q94896539,Q2856296,Undirected,1,Werklocatie
Q94896539,Q2065987,Undirected,1,Werklocatie
Q94896539,Q1367576,Undirected,1,Werklocatie
Q3431564,Q12892,Undirected,1,Werklocatie
Q3431564,Q834850,Undirected,1,Sterfteplaats
Q3431564,Q239,Undirected,1,Werklocatie
Q3431564,Q688790,Undirected,1,Geboorteplaats
Q115840173,Q864668,Undirected,1,Werklocatie
Q115840173,Q29520,Undirected,1,Werklocatie
Q115840173,Q1296,Undirected,1,Werklocatie
Q115840173,Q1296,Undirected,1,Sterfteplaats
Q115840173,Q392337,Undirected,1,Geboorteplaats
Q115840173,Q711,Undirected,1,Werklocatie
Q115840173,Q20,Undirected,1,Werklocatie
Q115840173,Q1012502,Undirected,1,Werklocatie
Q115840173,Q258,Undirected,1,Werklocatie
Q115839965,Q2603716,Undirected,1,Sterfteplaats
Q115839965,Q3049134,Undirected,1,Werklocatie
Q115839965,Q2261514,Undirected,1,Werklocatie
Q115839965,Q392337,Undirected,1,Werklocatie
Q115839965,Q1939288,Undirected,1,Werklocatie
Q115839965,Q2491546,Undirected,1,Geboorteplaats
Q115839965,Q2505670,Undirected,1,Werklocatie
Q115839965,Q2137484,Undirected,1,Werklocatie
Q115839965,Q1411366,Undirected,1,Werklocatie
Q123416074,Q632471,Undirected,1,Werklocatie
Q123416074,Q577334,Undirected,1,Sterfteplaats
Q123416074,Q12439,Undirected,1,Werklocatie
Q123416074,Q1012352,Undirected,1,Geboorteplaats
Q123416074,Q233129,Undirected,1,Werklocatie
Q110039252,Q12994,Undirected,1,Werklocatie
Q110039252,Q213224,Undirected,1,Werklocatie
Q110039252,Q213224,Undirected,1,Sterfteplaats
Q110039252,Q220145,Undirected,1,Geboorteplaats
Q110039252,Q211037,Undirected,1,Werklocatie
Q123717111,Q12994,Undirected,1,Sterfteplaats
Q123717111,Q651724,Undirected,1,Geboorteplaats
Q115834868,Q614274,Undirected,1,Werklocatie
Q115834868,Q12996,Undirected,1,Werklocatie
Q115834868,Q1833538,Undirected,1,Geboorteplaats
Q115834868,Q2006454,Undirected,1,Werklocatie
Q115834868,Q2006454,Undirected,1,Sterfteplaats
Q3346571,Q12995,Undirected,1,Werklocatie
Q3032807,Q12994,Undirected,1,Werklocatie
Q3032807,Q12994,Undirected,1,Sterfteplaats
Q3032807,Q1704244,Undirected,1,Geboorteplaats
Q125559890,Q2412352,Undirected,1,Geboorteplaats
Q125559890,Q1296,Undirected,1,Sterfteplaats
Q125559890,Q1296,Undirected,1,Werklocatie
Q125559890,Q499532,Undirected,1,Werklocatie
Q125559890,Q12993,Undirected,1,Werklocatie
Q125559890,Q63923,Undirected,1,Werklocatie
Q125559890,Q822651,Undirected,1,Werklocatie
Q125559890,Q14062,Undirected,1,Werklocatie
Q115827696,Q1296,Undirected,1,Sterfteplaats
Q115827696,Q1296,Undirected,1,Werklocatie
Q115827696,Q109042,Undirected,1,Werklocatie
Q115827696,Q2227700,Undirected,1,Geboorteplaats
Q115979994,Q2708072,Undirected,1,Werklocatie
Q115979994,Q12994,Undirected,1,Werklocatie
Q115979994,Q3040923,Undirected,1,Werklocatie
Q115979994,Q3040923,Undirected,1,Sterfteplaats
Q115979994,Q3110823,Undirected,1,Werklocatie
Q115979994,Q499588,Undirected,1,Geboorteplaats
Q115979994,Q2658385,Undirected,1,Werklocatie
Q115979994,Q204547,Undirected,1,Werklocatie
Q125246358,Q735797,Undirected,1,Geboorteplaats
Q125246358,Q735797,Undirected,1,Sterfteplaats
Q120199426,Q1622949,Undirected,1,Werklocatie
Q120199426,Q239,Undirected,1,Werklocatie
Q120199426,Q1348,Undirected,1,Werklocatie
Q120199426,Q1260195,Undirected,1,Werklocatie
Q120199426,Q1296,Undirected,1,Werklocatie
Q120199426,Q24826,Undirected,1,Werklocatie
Q120199426,Q84,Undirected,1,Sterfteplaats
Q120199426,Q18125,Undirected,1,Geboorteplaats
Q120199426,Q184090,Undirected,1,Werklocatie
Q120199426,Q3057456,Undirected,1,Werklocatie
Q120199426,Q7619622,Undirected,1,Werklocatie
Q842744,Q31,Undirected,1,In Land
Q9681,Q145,Undirected,1,In Land
Q3110823,Q31,Undirected,1,In Land
Q1966966,Q31,Undirected,1,In Land
Q9845,Q55,Undirected,1,In Land
Q124394,Q145,Undirected,1,In Land
Q123947,Q145,Undirected,1,In Land
Q1978131,Q12892,Undirected,1,Sterfteplaats
Q1978131,Q1939661,Undirected,1,Geboorteplaats
Q9934,Q55,Undirected,1,In Land
Q28973684,Q239,Undirected,1,Werklocatie
Q28973684,Q3181967,Undirected,1,Geboorteplaats
Q28973684,Q72946,Undirected,1,Sterfteplaats
Q267663,Q31,Undirected,1,In Land
Q207095,Q31,Undirected,1,In Land
Q641278,Q31,Undirected,1,In Land
Q2004020,Q31,Undirected,1,In Land
Q115982426,Q1296,Undirected,1,Sterfteplaats
Q115982426,Q1296,Undirected,1,Werklocatie
Q115982426,Q2802143,Undirected,1,Werklocatie
Q115982426,Q268219,Undirected,1,Werklocatie
Q115982426,Q3475052,Undirected,1,Geboorteplaats
Q115821479,Q12994,Undirected,1,Werklocatie
Q115821479,Q1704244,Undirected,1,Werklocatie
Q115821479,Q2610272,Undirected,1,Sterfteplaats
Q115821479,Q2610272,Undirected,1,Werklocatie
Q115821479,Q318532,Undirected,1,Geboorteplaats
Q696907,Q31,Undirected,1,In Land
Q724638,Q31,Undirected,1,In Land
Q118732552,Q2603716,Undirected,1,Geboorteplaats
Q118732552,Q12995,Undirected,1,Sterfteplaats
Q117244596,Q12994,Undirected,1,Geboorteplaats
Q117244596,Q12994,Undirected,1,Woonplaats
Q117244596,Q2340735,Undirected,1,Sterfteplaats
Q1840847,Q31,Undirected,1,In Land
Q696942,Q31,Undirected,1,In Land
Q981444,Q12994,Undirected,1,Werklocatie
Q981444,Q822771,Undirected,1,Geboorteplaats
Q981444,Q3110823,Undirected,1,Werklocatie
Q981444,Q102728,Undirected,1,Werklocatie
Q981444,Q1012352,Undirected,1,Werklocatie
Q981444,Q1012352,Undirected,1,Sterfteplaats
Q981444,Q211037,Undirected,1,Werklocatie
Q981444,Q3110836,Undirected,1,Werklocatie
Q3051137,Q145,Undirected,1,In Land
Q1990660,Q31,Undirected,1,In Land
Q117264774,Q12994,Undirected,1,Sterfteplaats
Q117264774,Q12994,Undirected,1,Woonplaats
Q117264774,Q1296,Undirected,1,Woonplaats
Q117264774,Q3198907,Undirected,1,Woonplaats
Q117264774,Q13127,Undirected,1,Geboorteplaats
Q189,Q189,Undirected,1,In Land
Q5983066,Q9899,Undirected,1,Geboorteplaats
Q5983066,Q118958,Undirected,1,Sterfteplaats
Q5983066,Q118958,Undirected,1,Werklocatie
Q281181,Q31,Undirected,1,In Land
Q102728,Q31,Undirected,1,In Land
Q55672664,Q332310,Undirected,1,Geboorteplaats
Q55672664,Q332310,Undirected,1,Sterfteplaats
Q822748,Q31,Undirected,1,In Land
Q1012352,Q31,Undirected,1,In Land
Q129069726,Q724283,Undirected,1,Geboorteplaats
Q129069726,Q12995,Undirected,1,Sterfteplaats
Q129069726,Q12995,Undirected,1,Werklocatie
Q115818849,Q270644,Undirected,1,Geboorteplaats
Q115818849,Q12994,Undirected,1,Werklocatie
Q115818849,Q118958,Undirected,1,Sterfteplaats
Q115818849,Q118958,Undirected,1,Werklocatie
Q2627945,Q239,Undirected,1,Werklocatie
Q2627945,Q688377,Undirected,1,Werklocatie
Q2627945,Q1287283,Undirected,1,Werklocatie
Q2627945,Q272243,Undirected,1,Werklocatie
Q2627945,Q72946,Undirected,1,Sterfteplaats
Q2627945,Q3474073,Undirected,1,Geboorteplaats
Q115827506,Q202309,Undirected,1,Werklocatie
Q115827506,Q499532,Undirected,1,Werklocatie
Q115827506,Q597997,Undirected,1,Werklocatie
Q115827506,Q1849098,Undirected,1,Werklocatie
Q115827506,Q1849098,Undirected,1,Sterfteplaats
Q115827506,Q187755,Undirected,1,Werklocatie
Q115827506,Q587906,Undirected,1,Geboorteplaats
Q115980044,Q12892,Undirected,1,Werklocatie
Q115980044,Q208713,Undirected,1,Werklocatie
Q115980044,Q688781,Undirected,1,Sterfteplaats
Q115980044,Q688781,Undirected,1,Werklocatie
Q115980044,Q930292,Undirected,1,Geboorteplaats
Q115980044,Q203312,Undirected,1,Werklocatie
Q115982548,Q2750562,Undirected,1,Sterfteplaats
Q115982548,Q2750562,Undirected,1,Werklocatie
Q115982548,Q12994,Undirected,1,Werklocatie
Q115982548,Q2741641,Undirected,1,Werklocatie
Q115982548,Q102728,Undirected,1,Werklocatie
Q115982548,Q651724,Undirected,1,Werklocatie
Q115982548,Q211037,Undirected,1,Geboorteplaats
Q115982548,Q2490578,Undirected,1,Werklocatie
Q115982548,Q1901132,Undirected,1,Werklocatie
Q125163,Q145,Undirected,1,In Land
Q38,Q38,Undirected,1,In Land
Q392337,Q31,Undirected,1,In Land
Q20604626,Q2551514,Undirected,1,Sterfteplaats
Q20604626,Q25390,Undirected,1,Geboorteplaats
Q110039260,Q2371714,Undirected,1,Werklocatie
Q110039260,Q943502,Undirected,1,Werklocatie
Q110039260,Q943502,Undirected,1,Sterfteplaats
Q110039260,Q736120,Undirected,1,Werklocatie
Q110039260,Q2794293,Undirected,1,Werklocatie
Q110039260,Q194037,Undirected,1,Werklocatie
Q110039260,Q133769,Undirected,1,Geboorteplaats
Q961180,Q727,Undirected,1,Geboorteplaats
Q961180,Q43631,Undirected,1,Sterfteplaats
Q43129301,Q9934,Undirected,1,Geboorteplaats
Q115839946,Q1978079,Undirected,1,Werklocatie
Q115839946,Q3110823,Undirected,1,Sterfteplaats
Q115839946,Q3110823,Undirected,1,Geboorteplaats
Q115839946,Q2181673,Undirected,1,Werklocatie
Q115839946,Q780561,Undirected,1,Werklocatie
Q115839946,Q211037,Undirected,1,Werklocatie
Q115839946,Q2041336,Undirected,1,Werklocatie
Q45029767,Q273442,Undirected,1,Werklocatie
Q45029767,Q162022,Undirected,1,Werklocatie
Q45029767,Q162022,Undirected,1,Sterfteplaats
Q45029767,Q4613418,Undirected,1,Geboorteplaats
Q2424814,Q12892,Undirected,1,Werklocatie
Q2424814,Q118958,Undirected,1,Sterfteplaats
Q2424814,Q118958,Undirected,1,Werklocatie
Q2424814,Q12460,Undirected,1,Geboorteplaats
Q2424814,Q162022,Undirected,1,Werklocatie
Q1920135,Q273442,Undirected,1,Werklocatie
Q1920135,Q273442,Undirected,1,Sterfteplaats
Q1920135,Q661993,Undirected,1,Werklocatie
Q1920135,Q162022,Undirected,1,Werklocatie
Q1920135,Q1354834,Undirected,1,Geboorteplaats
Q37766220,Q13122,Undirected,1,Sterfteplaats
Q37766220,Q643980,Undirected,1,Geboorteplaats
Q37766220,Q643980,Undirected,1,Werklocatie
Q110039159,Q12994,Undirected,1,Werklocatie
Q110039159,Q822777,Undirected,1,Geboorteplaats
Q110039159,Q430812,Undirected,1,Sterfteplaats
Q120176244,Q7650196,Undirected,1,Woonplaats
Q120176244,Q180356,Undirected,1,Woonplaats
Q120176244,Q4093,Undirected,1,Woonplaats
Q120176244,Q4093,Undirected,1,Sterfteplaats
Q120176244,Q2974907,Undirected,1,Geboorteplaats
Q120176244,Q2974907,Undirected,1,Woonplaats
Q120176244,Q123947,Undirected,1,Woonplaats
Q136805839,Q273442,Undirected,1,Werklocatie
Q136805839,Q273442,Undirected,1,Sterfteplaats
Q136805839,Q984868,Undirected,1,Werklocatie
Q136805839,Q984868,Undirected,1,Geboorteplaats
