source,target,Type,Weight,relationshipType
Q864668,Q145,Undirected,1,In Land
Q1348,Q668,Undirected,1,In Land
Q1027584,Q145,Undirected,1,In Land
Q385060,Q145,Undirected,1,In Land
Q350,Q145,Undirected,1,In Land
Q115840234,Q478797,Undirected,1,Sterfteplaats
Q115840234,Q478797,Undirected,1,Werklocatie
Q115840234,Q822748,Undirected,1,Geboorteplaats
Q115840234,Q12995,Undirected,1,Werklocatie
Q115840234,Q696887,Undirected,1,Werklocatie
Q115840234,Q12996,Undirected,1,Werklocatie
Q115840234,Q651811,Undirected,1,Werklocatie
Q120729190,Q414,Undirected,1,Woonplaats
Q120729190,Q414,Undirected,1,Sterfteplaats
Q120729190,Q687921,Undirected,1,Geboorteplaats
Q120729190,Q84,Undirected,1,Woonplaats
Q117409336,Q177133,Undirected,1,Geboorteplaats
Q117409336,Q177133,Undirected,1,Sterfteplaats
Q117409336,Q3110823,Undirected,1,Werklocatie
Q2203619,Q1060664,Undirected,1,Geboorteplaats
Q2203619,Q648,Undirected,1,Sterfteplaats
Q2203619,Q648,Undirected,1,Werklocatie
Q2203619,Q182481,Undirected,1,Werklocatie
Q123689972,Q12994,Undirected,1,Werklocatie
Q123689972,Q1990660,Undirected,1,Geboorteplaats
Q123689972,Q102728,Undirected,1,Werklocatie
Q123689972,Q12995,Undirected,1,Werklocatie
Q123689972,Q2676933,Undirected,1,Sterfteplaats
Q5026719,Q747599,Undirected,1,Sterfteplaats
Q5026719,Q747599,Undirected,1,Werklocatie
Q5026719,Q12995,Undirected,1,Geboorteplaats
Q5026719,Q995533,Undirected,1,Werklocatie
Q5026719,Q1431633,Undirected,1,Werklocatie
Q16,Q16,Undirected,1,In Land
Q123399443,Q12995,Undirected,1,Sterfteplaats
Q123399443,Q12995,Undirected,1,Geboorteplaats
Q123399443,Q12995,Undirected,1,Werklocatie
Q123399443,Q12995,Undirected,1,Woonplaats
Q122775600,Q987754,Undirected,1,Woonplaats
Q122775600,Q987754,Undirected,1,Geboorteplaats
Q122775600,Q22544,Undirected,1,Sterfteplaats
Q122775600,Q201970,Undirected,1,Woonplaats
Q122775600,Q1721,Undirected,1,Woonplaats
Q122775600,Q39,Undirected,1,Woonplaats
Q115982585,Q12994,Undirected,1,Geboorteplaats
Q115982585,Q12994,Undirected,1,Sterfteplaats
Q115982585,Q2692740,Undirected,1,Werklocatie
Q115982585,Q392337,Undirected,1,Werklocatie
Q115982585,Q211037,Undirected,1,Werklocatie
Q115982585,Q651811,Undirected,1,Werklocatie
Q115982585,Q506707,Undirected,1,Werklocatie
Q115811027,Q2261514,Undirected,1,Werklocatie
Q115811027,Q1978079,Undirected,1,Geboorteplaats
Q115811027,Q2414284,Undirected,1,Werklocatie
Q115811027,Q2220639,Undirected,1,Werklocatie
Q115811027,Q2220639,Undirected,1,Sterfteplaats
Q115811027,Q244513,Undirected,1,Werklocatie
Q136759863,Q726498,Undirected,1,Geboorteplaats
Q136759863,Q726498,Undirected,1,Sterfteplaats
Q115839380,Q687921,Undirected,1,Werklocatie
Q115839380,Q921682,Undirected,1,Werklocatie
Q115839380,Q3102205,Undirected,1,Werklocatie
Q115839380,Q506707,Undirected,1,Werklocatie
Q115839380,Q3110851,Undirected,1,Geboorteplaats
Q115839380,Q3110851,Undirected,1,Sterfteplaats
Q115838420,Q2006337,Undirected,1,Geboorteplaats
Q115838420,Q628733,Undirected,1,Werklocatie
Q115838420,Q628733,Undirected,1,Sterfteplaats
Q115838420,Q1023248,Undirected,1,Werklocatie
Q115979029,Q12994,Undirected,1,Werklocatie
Q115979029,Q12995,Undirected,1,Werklocatie
Q115979029,Q213224,Undirected,1,Geboorteplaats
Q115979029,Q12996,Undirected,1,Werklocatie
Q115979029,Q506707,Undirected,1,Werklocatie
Q115979029,Q506707,Undirected,1,Sterfteplaats
Q111744944,Q2766547,Undirected,1,Geboorteplaats
Q111744944,Q727,Undirected,1,Werklocatie
Q111744944,Q727,Undirected,1,Sterfteplaats
Q116621487,Q84,Undirected,1,Geboorteplaats
Q116621487,Q84,Undirected,1,Sterfteplaats
Q122830932,Q131491,Undirected,1,Sterfteplaats
Q122830932,Q131491,Undirected,1,Woonplaats
Q122830932,Q12994,Undirected,1,Woonplaats
Q122830932,Q1348,Undirected,1,Woonplaats
Q122830932,Q659895,Undirected,1,Woonplaats
Q122830932,Q1761,Undirected,1,Geboorteplaats
Q122830932,Q25610,Undirected,1,Woonplaats
Q122830932,Q288781,Undirected,1,Woonplaats
Q122830932,Q7567400,Undirected,1,Woonplaats
Q123422368,Q10686,Undirected,1,Woonplaats
Q123422368,Q10686,Undirected,1,Geboorteplaats
Q123422368,Q12995,Undirected,1,Woonplaats
Q122853878,Q22889,Undirected,1,Woonplaats
Q122853878,Q12994,Undirected,1,Woonplaats
Q122853878,Q350,Undirected,1,Woonplaats
Q122853878,Q743535,Undirected,1,Woonplaats
Q122853878,Q1010212,Undirected,1,Geboorteplaats
Q122853878,Q776556,Undirected,1,Woonplaats
Q116620739,Q3110823,Undirected,1,Geboorteplaats
Q123600982,Q239,Undirected,1,Geboorteplaats
Q123600982,Q12995,Undirected,1,Sterfteplaats
Q123600982,Q12995,Undirected,1,Woonplaats
Q118189670,Q12994,Undirected,1,Woonplaats
Q118189670,Q23436,Undirected,1,Geboorteplaats
Q118189670,Q84,Undirected,1,Woonplaats
Q118189670,Q84,Undirected,1,Sterfteplaats
Q118189670,Q12996,Undirected,1,Woonplaats
Q136759797,Q3040923,Undirected,1,Werklocatie
Q136759797,Q696942,Undirected,1,Werklocatie
Q136759797,Q1937157,Undirected,1,Sterfteplaats
Q136759797,Q735842,Undirected,1,Werklocatie
Q136759797,Q213224,Undirected,1,Werklocatie
Q136759797,Q2042895,Undirected,1,Werklocatie
Q136759797,Q34001,Undirected,1,Geboorteplaats
Q1877721,Q639974,Undirected,1,Werklocatie
Q1877721,Q12994,Undirected,1,Werklocatie
Q1877721,Q12994,Undirected,1,Sterfteplaats
Q1877721,Q281181,Undirected,1,Werklocatie
Q1877721,Q12896,Undirected,1,Werklocatie
Q1877721,Q651724,Undirected,1,Geboorteplaats
Q1877721,Q339395,Undirected,1,Werklocatie
Q2715338,Q3033905,Undirected,1,Geboorteplaats
Q2715338,Q118958,Undirected,1,Sterfteplaats
Q120640333,Q45797,Undirected,1,Werklocatie
Q120640333,Q680624,Undirected,1,Werklocatie
Q120640333,Q612066,Undirected,1,Werklocatie
Q136805616,Q300970,Undirected,1,Geboorteplaats
Q136805616,Q1296,Undirected,1,Sterfteplaats
Q136805616,Q12995,Undirected,1,Werklocatie
Q661733,Q12994,Undirected,1,Sterfteplaats
Q661733,Q12994,Undirected,1,Werklocatie
Q661733,Q12994,Undirected,1,Geboorteplaats
Q661733,Q239,Undirected,1,Werklocatie
Q125472556,Q34779,Undirected,1,Geboorteplaats
Q125472556,Q185591,Undirected,1,Sterfteplaats
Q125472556,Q185591,Undirected,1,Werklocatie
Q5006521,Q179815,Undirected,1,Sterfteplaats
Q5006521,Q23092,Undirected,1,Geboorteplaats
Q122974430,Q277162,Undirected,1,Woonplaats
Q122974430,Q79848,Undirected,1,Woonplaats
Q119040354,Q12994,Undirected,1,Sterfteplaats
Q119040354,Q12994,Undirected,1,Geboorteplaats
Q115817919,Q696942,Undirected,1,Werklocatie
Q115817919,Q12995,Undirected,1,Werklocatie
Q115817919,Q822783,Undirected,1,Geboorteplaats
Q115817919,Q499588,Undirected,1,Werklocatie
Q115817919,Q696982,Undirected,1,Werklocatie
Q115817919,Q696982,Undirected,1,Sterfteplaats
Q115817919,Q506707,Undirected,1,Werklocatie
Q122971101,Q12995,Undirected,1,Sterfteplaats
Q122971101,Q392343,Undirected,1,Geboorteplaats
Q55233295,Q1296,Undirected,1,Werklocatie
Q55233295,Q1296,Undirected,1,Sterfteplaats
Q55233295,Q840935,Undirected,1,Geboorteplaats
Q3538623,Q12994,Undirected,1,Geboorteplaats
Q3538623,Q12994,Undirected,1,Sterfteplaats
Q120555811,Q12995,Undirected,1,Sterfteplaats
Q120555811,Q12995,Undirected,1,Geboorteplaats
Q1149378,Q84,Undirected,1,Geboorteplaats
Q1149378,Q84,Undirected,1,Sterfteplaats
Q743535,Q145,Undirected,1,In Land
Q1297,Q30,Undirected,1,In Land
Q2564391,Q145,Undirected,1,In Land
Q1065474,Q145,Undirected,1,In Land
Q925424,Q145,Undirected,1,In Land
Q146659,Q145,Undirected,1,In Land
Q5125871,Q145,Undirected,1,In Land
Q115104760,Q12995,Undirected,1,Geboorteplaats
Q115104760,Q12995,Undirected,1,Woonplaats
Q115104760,Q12995,Undirected,1,Sterfteplaats
Q2376216,Q145,Undirected,1,In Land
Q2031231,Q27,Undirected,1,In Land
Q116510419,Q12995,Undirected,1,Geboorteplaats
Q116510419,Q12995,Undirected,1,Woonplaats
Q116510419,Q12995,Undirected,1,Sterfteplaats
Q2457997,Q12892,Undirected,1,Werklocatie
Q2457997,Q693513,Undirected,1,Sterfteplaats
Q2457997,Q10084,Undirected,1,Geboorteplaats
Q115819047,Q696907,Undirected,1,Geboorteplaats
Q115819047,Q12995,Undirected,1,Sterfteplaats
Q115816445,Q1297,Undirected,1,Woonplaats
Q115816445,Q211037,Undirected,1,Geboorteplaats
Q115816445,Q211037,Undirected,1,Woonplaats
Q115837593,Q12995,Undirected,1,Werklocatie
Q115837593,Q12996,Undirected,1,Geboorteplaats
Q115837593,Q12996,Undirected,1,Sterfteplaats
Q115837593,Q12996,Undirected,1,Werklocatie
Q115837593,Q211037,Undirected,1,Werklocatie
Q115837342,Q12994,Undirected,1,Werklocatie
Q115837342,Q2199190,Undirected,1,Werklocatie
Q115837342,Q2199190,Undirected,1,Sterfteplaats
Q115837342,Q822748,Undirected,1,Geboorteplaats
Q115837342,Q651811,Undirected,1,Werklocatie
Q115839443,Q12994,Undirected,1,Werklocatie
Q115839443,Q12994,Undirected,1,Sterfteplaats
Q115839443,Q651724,Undirected,1,Werklocatie
Q115839443,Q211037,Undirected,1,Werklocatie
Q115839443,Q651811,Undirected,1,Geboorteplaats
Q113466955,Q12995,Undirected,1,Sterfteplaats
Q113466955,Q12995,Undirected,1,Geboorteplaats
Q113466955,Q12995,Undirected,1,Woonplaats
Q187402,Q27,Undirected,1,In Land
Q747599,Q30,Undirected,1,In Land
Q587996,Q145,Undirected,1,In Land
Q239091,Q142,Undirected,1,In Land
Q120793054,Q12994,Undirected,1,Woonplaats
Q120793054,Q84,Undirected,1,Sterfteplaats
Q120793054,Q19186,Undirected,1,Geboorteplaats
Q98322098,Q12994,Undirected,1,Werklocatie
Q98322098,Q1827485,Undirected,1,Werklocatie
Q98322098,Q1827485,Undirected,1,Sterfteplaats
Q98322098,Q696887,Undirected,1,Geboorteplaats
Q98322098,Q623310,Undirected,1,Werklocatie
Q122884757,Q5125864,Undirected,1,Sterfteplaats
Q122884757,Q36405,Undirected,1,Woonplaats
Q122884757,Q12994,Undirected,1,Geboorteplaats
Q122884757,Q12994,Undirected,1,Woonplaats
Q122884757,Q21,Undirected,1,Woonplaats
Q122884757,Q84,Undirected,1,Woonplaats
Q122884757,Q3130,Undirected,1,Woonplaats
Q122884757,Q23661,Undirected,1,Woonplaats
Q1861723,Q31,Undirected,1,In Land
Q659895,Q27,Undirected,1,In Land
Q323408,Q31,Undirected,1,In Land
Q577334,Q30,Undirected,1,In Land
Q921682,Q31,Undirected,1,In Land
Q674954,Q31,Undirected,1,In Land
Q960518,Q30,Undirected,1,In Land
Q822771,Q31,Undirected,1,In Land
Q21768611,Q31,Undirected,1,In Land
Q1991101,Q31,Undirected,1,In Land
Q122779793,Q1861723,Undirected,1,Sterfteplaats
Q122779793,Q1861723,Undirected,1,Geboorteplaats
Q36600,Q55,Undirected,1,In Land
Q696825,Q31,Undirected,1,In Land
Q13122,Q31,Undirected,1,In Land
Q118998471,Q12994,Undirected,1,Geboorteplaats
Q118998471,Q12994,Undirected,1,Werklocatie
Q118998471,Q12994,Undirected,1,Woonplaats
Q118998471,Q12994,Undirected,1,Sterfteplaats
Q742906,Q31,Undirected,1,In Land
Q115834834,Q12994,Undirected,1,Werklocatie
Q115834834,Q949276,Undirected,1,Geboorteplaats
Q115834834,Q780561,Undirected,1,Werklocatie
Q115834834,Q780561,Undirected,1,Sterfteplaats
Q115834834,Q2041336,Undirected,1,Werklocatie
Q120556534,Q1988333,Undirected,1,Werklocatie
Q120556534,Q1260195,Undirected,1,Werklocatie
Q120556534,Q2488256,Undirected,1,Werklocatie
Q120556534,Q12896,Undirected,1,Sterfteplaats
Q120556534,Q12896,Undirected,1,Geboorteplaats
Q120556534,Q2392360,Undirected,1,Werklocatie
Q1988333,Q31,Undirected,1,In Land
Q12439,Q30,Undirected,1,In Land
Q1026699,Q145,Undirected,1,In Land
Q23156,Q145,Undirected,1,In Land
Q743236,Q31,Undirected,1,In Land
Q7003,Q142,Undirected,1,In Land
Q2199190,Q31,Undirected,1,In Land
Q215244,Q31,Undirected,1,In Land
Q533936,Q31,Undirected,1,In Land
Q165736,Q55,Undirected,1,In Land
Q3033905,Q31,Undirected,1,In Land
Q118733026,Q6697,Undirected,1,Werklocatie
Q118733026,Q54672,Undirected,1,Sterfteplaats
Q118733026,Q54672,Undirected,1,Geboorteplaats
Q126113249,Q1761,Undirected,1,Sterfteplaats
Q126113249,Q3892762,Undirected,1,Geboorteplaats
Q173219,Q31,Undirected,1,In Land
Q2022299,Q31,Undirected,1,In Land
Q23159,Q145,Undirected,1,In Land
Q2692740,Q31,Undirected,1,In Land
Q2117660,Q31,Undirected,1,In Land
Q688377,Q31,Undirected,1,In Land
Q207223,Q27,Undirected,1,In Land
Q1260195,Q31,Undirected,1,In Land
Q1761,Q27,Undirected,1,In Land
Q3040923,Q31,Undirected,1,In Land
Q45797,Q142,Undirected,1,In Land
Q34779,Q145,Undirected,1,In Land
Q204956,Q27,Undirected,1,In Land
Q179815,Q145,Undirected,1,In Land
Q117244211,Q12994,Undirected,1,Geboorteplaats
Q117244211,Q12994,Undirected,1,Werklocatie
Q117244211,Q6403209,Undirected,1,Werklocatie
Q117244211,Q11739,Undirected,1,Werklocatie
Q117244211,Q118958,Undirected,1,Sterfteplaats
Q117244211,Q696355,Undirected,1,Werklocatie
Q117244211,Q37792,Undirected,1,Werklocatie
Q55911879,Q58780,Undirected,1,Werklocatie
Q55911879,Q134121,Undirected,1,Werklocatie
Q55911879,Q134121,Undirected,1,Sterfteplaats
Q55911879,Q2436688,Undirected,1,Geboorteplaats
Q55911879,Q456550,Undirected,1,Werklocatie
Q1610804,Q145,Undirected,1,In Land
Q115836065,Q2692740,Undirected,1,Geboorteplaats
Q115836065,Q3992,Undirected,1,Sterfteplaats
Q115836065,Q83317,Undirected,1,Werklocatie
Q377071,Q239,Undirected,1,Werklocatie
Q377071,Q239,Undirected,1,Sterfteplaats
Q377071,Q162022,Undirected,1,Werklocatie
Q377071,Q3475052,Undirected,1,Geboorteplaats
Q23436,Q145,Undirected,1,In Land
Q122903342,Q22889,Undirected,1,Woonplaats
Q122903342,Q12994,Undirected,1,Woonplaats
Q122903342,Q12995,Undirected,1,Woonplaats
Q122903342,Q24826,Undirected,1,Woonplaats
Q122903342,Q84,Undirected,1,Geboorteplaats
Q122903342,Q123634,Undirected,1,Sterfteplaats
Q122903342,Q90,Undirected,1,Woonplaats
Q122903342,Q743521,Undirected,1,Woonplaats
Q120718341,Q318532,Undirected,1,Geboorteplaats
Q136762833,Q12994,Undirected,1,Geboorteplaats
Q136762833,Q12994,Undirected,1,Sterfteplaats
Q118120867,Q12994,Undirected,1,Sterfteplaats
Q118120867,Q12994,Undirected,1,Geboorteplaats
Q118120867,Q12994,Undirected,1,Werklocatie
Q13575367,Q12994,Undirected,1,Werklocatie
Q13575367,Q1937157,Undirected,1,Werklocatie
Q13575367,Q696871,Undirected,1,Sterfteplaats
Q13575367,Q211037,Undirected,1,Geboorteplaats
Q136759995,Q239,Undirected,1,Sterfteplaats
Q136759995,Q211037,Undirected,1,Werklocatie
Q136759995,Q211037,Undirected,1,Geboorteplaats
Q136759995,Q30,Undirected,1,Werklocatie
Q115820636,Q918153,Undirected,1,Werklocatie
Q115820636,Q129286,Undirected,1,Werklocatie
Q115820636,Q1296,Undirected,1,Geboorteplaats
Q115820636,Q203197,Undirected,1,Sterfteplaats
Q115836962,Q12994,Undirected,1,Werklocatie
Q115836962,Q12994,Undirected,1,Sterfteplaats
Q115836962,Q392337,Undirected,1,Werklocatie
Q115836962,Q12995,Undirected,1,Werklocatie
Q115836962,Q735797,Undirected,1,Geboorteplaats
Q4902927,Q2791245,Undirected,1,Geboorteplaats
Q4902927,Q506707,Undirected,1,Werklocatie
Q4902927,Q506707,Undirected,1,Sterfteplaats
Q18533827,Q12992,Undirected,1,Geboorteplaats
Q18533827,Q12992,Undirected,1,Sterfteplaats
Q119690392,Q7683408,Undirected,1,Sterfteplaats
Q119690392,Q1054923,Undirected,1,Werklocatie
Q119690392,Q1827485,Undirected,1,Geboorteplaats
Q119690392,Q188096,Undirected,1,Werklocatie
Q119690392,Q8686,Undirected,1,Werklocatie
Q118792556,Q1219676,Undirected,1,Geboorteplaats
Q118792556,Q84,Undirected,1,Werklocatie
Q118792556,Q12191,Undirected,1,Sterfteplaats
Q122963358,Q12994,Undirected,1,Sterfteplaats
Q122963358,Q1296,Undirected,1,Geboorteplaats
Q120442396,Q12994,Undirected,1,Werklocatie
Q120442396,Q1963590,Undirected,1,Geboorteplaats
Q120442396,Q2351222,Undirected,1,Werklocatie
Q120442396,Q499588,Undirected,1,Sterfteplaats
Q120442396,Q499588,Undirected,1,Werklocatie
Q120442396,Q2220639,Undirected,1,Werklocatie
Q120442396,Q211037,Undirected,1,Werklocatie
Q120721942,Q220145,Undirected,1,Werklocatie
Q120721942,Q211037,Undirected,1,Werklocatie
Q120721942,Q2512929,Undirected,1,Werklocatie
Q120721942,Q651811,Undirected,1,Werklocatie
Q115839320,Q270644,Undirected,1,Geboorteplaats
Q115839320,Q822748,Undirected,1,Werklocatie
Q115839320,Q12995,Undirected,1,Sterfteplaats
Q115839320,Q12995,Undirected,1,Werklocatie
Q115839320,Q3472219,Undirected,1,Werklocatie
Q115839320,Q270633,Undirected,1,Werklocatie
Q120550899,Q392337,Undirected,1,Sterfteplaats
Q120550899,Q392337,Undirected,1,Werklocatie
Q120550899,Q651724,Undirected,1,Geboorteplaats
Q115839353,Q12994,Undirected,1,Werklocatie
Q115839353,Q478797,Undirected,1,Werklocatie
Q115839353,Q12995,Undirected,1,Werklocatie
Q115839353,Q213224,Undirected,1,Geboorteplaats
Q115839353,Q213224,Undirected,1,Werklocatie
Q115839353,Q211037,Undirected,1,Werklocatie
Q115839353,Q651811,Undirected,1,Sterfteplaats
Q115839353,Q651811,Undirected,1,Werklocatie
Q122963909,Q499588,Undirected,1,Sterfteplaats
Q122963909,Q499588,Undirected,1,Werklocatie
Q122963909,Q499588,Undirected,1,Geboorteplaats
Q2345694,Q12995,Undirected,1,Sterfteplaats
Q2345694,Q211037,Undirected,1,Geboorteplaats
Q115979952,Q2750562,Undirected,1,Werklocatie
Q115979952,Q102728,Undirected,1,Werklocatie
Q115979952,Q12995,Undirected,1,Sterfteplaats
Q115979952,Q2127148,Undirected,1,Geboorteplaats
Q115979952,Q2561079,Undirected,1,Werklocatie
Q115979952,Q213224,Undirected,1,Werklocatie
Q115979952,Q780561,Undirected,1,Werklocatie
Q115979952,Q506707,Undirected,1,Werklocatie
Q2360914,Q12994,Undirected,1,Werklocatie
Q2360914,Q12994,Undirected,1,Sterfteplaats
Q2360914,Q12994,Undirected,1,Geboorteplaats
Q13575404,Q118958,Undirected,1,Werklocatie
Q13575404,Q118958,Undirected,1,Geboorteplaats
Q13575404,Q118958,Undirected,1,Sterfteplaats
Q113925472,Q12994,Undirected,1,Werklocatie
Q113925472,Q3049134,Undirected,1,Geboorteplaats
Q113925472,Q213137,Undirected,1,Sterfteplaats
Q113925472,Q1356,Undirected,1,Werklocatie
Q110039219,Q1963590,Undirected,1,Werklocatie
Q110039219,Q731501,Undirected,1,Sterfteplaats
Q110039219,Q2491546,Undirected,1,Geboorteplaats
Q110039219,Q2963326,Undirected,1,Werklocatie
Q110039219,Q2568071,Undirected,1,Werklocatie
Q110039219,Q2107664,Undirected,1,Werklocatie
Q119217748,Q818804,Undirected,1,Sterfteplaats
Q119217748,Q12996,Undirected,1,Geboorteplaats
Q123697088,Q716658,Undirected,1,Werklocatie
Q123697088,Q1610804,Undirected,1,Sterfteplaats
Q123697088,Q5685502,Undirected,1,Geboorteplaats
Q2006337,Q31,Undirected,1,In Land
Q3049134,Q31,Undirected,1,In Land
Q2526091,Q31,Undirected,1,In Land
Q2693730,Q31,Undirected,1,In Land
Q12012813,Q31,Undirected,1,In Land
Q2488256,Q31,Undirected,1,In Land
Q1021018,Q262,Undirected,1,In Land
Q2803757,Q31,Undirected,1,In Land
Q1981740,Q145,Undirected,1,In Land
Q116621171,Q12994,Undirected,1,Woonplaats
Q116621171,Q12994,Undirected,1,Sterfteplaats
Q116621171,Q84,Undirected,1,Geboorteplaats
Q121078322,Q12995,Undirected,1,Woonplaats
Q121078322,Q12995,Undirected,1,Sterfteplaats
Q121078322,Q13127,Undirected,1,Geboorteplaats
Q116689485,Q12994,Undirected,1,Sterfteplaats
Q116689485,Q623382,Undirected,1,Geboorteplaats
Q2475316,Q31,Undirected,1,In Land
Q117229438,Q2803757,Undirected,1,Geboorteplaats
Q117229438,Q192859,Undirected,1,Woonplaats
Q117229438,Q192859,Undirected,1,Sterfteplaats
Q208713,Q31,Undirected,1,In Land
Q2575787,Q31,Undirected,1,In Land
Q125859018,Q12995,Undirected,1,Sterfteplaats
Q125859018,Q12995,Undirected,1,Geboorteplaats
Q2681034,Q31,Undirected,1,In Land
Q122791049,Q1296,Undirected,1,Sterfteplaats
Q122791049,Q1296,Undirected,1,Werklocatie
Q122791049,Q1296,Undirected,1,Woonplaats
Q122791049,Q9845,Undirected,1,Geboorteplaats
Q115815852,Q301745,Undirected,1,Werklocatie
Q115815852,Q334301,Undirected,1,Sterfteplaats
Q115815852,Q49345973,Undirected,1,Werklocatie
Q115815852,Q215244,Undirected,1,Werklocatie
Q115815852,Q2314278,Undirected,1,Werklocatie
Q115815852,Q835128,Undirected,1,Werklocatie
Q115815852,Q255575,Undirected,1,Werklocatie
Q115815852,Q651811,Undirected,1,Geboorteplaats
Q116679969,Q12994,Undirected,1,Sterfteplaats
Q116679969,Q12994,Undirected,1,Werklocatie
Q116679969,Q2928815,Undirected,1,Geboorteplaats
Q13576607,Q12994,Undirected,1,Sterfteplaats
Q13576607,Q12994,Undirected,1,Werklocatie
Q13576607,Q211037,Undirected,1,Geboorteplaats
Q13576607,Q211037,Undirected,1,Werklocatie
Q2183646,Q822748,Undirected,1,Geboorteplaats
Q2183646,Q12995,Undirected,1,Sterfteplaats
Q2183646,Q12995,Undirected,1,Werklocatie
Q115835605,Q12994,Undirected,1,Werklocatie
Q115835605,Q12994,Undirected,1,Sterfteplaats
Q115835605,Q651811,Undirected,1,Geboorteplaats
Q115835605,Q651811,Undirected,1,Werklocatie
Q122915335,Q2490578,Undirected,1,Werklocatie
Q115811038,Q12994,Undirected,1,Werklocatie
Q115811038,Q392337,Undirected,1,Werklocatie
Q115811038,Q726498,Undirected,1,Werklocatie
Q115811038,Q742892,Undirected,1,Sterfteplaats
Q115811038,Q742892,Undirected,1,Werklocatie
Q115811038,Q2693056,Undirected,1,Geboorteplaats
Q120900509,Q727,Undirected,1,Werklocatie
Q120900509,Q12994,Undirected,1,Werklocatie
Q120900509,Q12994,Undirected,1,Geboorteplaats
Q120900509,Q118958,Undirected,1,Werklocatie
Q120900509,Q688781,Undirected,1,Sterfteplaats
Q120900509,Q34370,Undirected,1,Werklocatie
Q120644522,Q332310,Undirected,1,Werklocatie
Q120644522,Q769160,Undirected,1,Werklocatie
Q120644522,Q769160,Undirected,1,Sterfteplaats
Q120644522,Q687503,Undirected,1,Werklocatie
Q120644522,Q670807,Undirected,1,Geboorteplaats
Q120644522,Q1160270,Undirected,1,Werklocatie
Q115825992,Q177133,Undirected,1,Werklocatie
Q115825992,Q12994,Undirected,1,Werklocatie
Q115825992,Q102728,Undirected,1,Sterfteplaats
Q115825992,Q102728,Undirected,1,Werklocatie
Q115825992,Q12995,Undirected,1,Geboorteplaats
Q115825992,Q12995,Undirected,1,Werklocatie
Q115825992,Q2174334,Undirected,1,Werklocatie
Q115808465,Q873205,Undirected,1,Werklocatie
Q115808465,Q875554,Undirected,1,Werklocatie
Q115808465,Q12995,Undirected,1,Geboorteplaats
Q115808465,Q1626288,Undirected,1,Werklocatie
Q115808465,Q18125,Undirected,1,Werklocatie
Q115808465,Q41262,Undirected,1,Sterfteplaats
Q115808465,Q211037,Undirected,1,Werklocatie
Q115808465,Q5273898,Undirected,1,Werklocatie
Q122831483,Q211037,Undirected,1,Sterfteplaats
Q122831483,Q211037,Undirected,1,Geboorteplaats
Q113486838,Q12994,Undirected,1,Geboorteplaats
Q113486838,Q12994,Undirected,1,Woonplaats
Q113486838,Q1296,Undirected,1,Woonplaats
Q113486838,Q3099657,Undirected,1,Sterfteplaats
Q113486838,Q3099657,Undirected,1,Woonplaats
Q117227040,Q84,Undirected,1,Sterfteplaats
Q117227040,Q84,Undirected,1,Geboorteplaats
Q117227040,Q2065416,Undirected,1,Woonplaats
Q117227040,Q189960,Undirected,1,Woonplaats
Q117226377,Q12995,Undirected,1,Sterfteplaats
Q117226377,Q12995,Undirected,1,Geboorteplaats
Q117226377,Q12995,Undirected,1,Woonplaats
Q1334711,Q239,Undirected,1,Woonplaats
Q1334711,Q13122,Undirected,1,Geboorteplaats
Q1334711,Q12887,Undirected,1,Sterfteplaats
Q1334711,Q898394,Undirected,1,Geboorteplaats
Q6697,Q38,Undirected,1,In Land
Q1219676,Q145,Undirected,1,In Land
Q21,Q145,Undirected,1,In Land
Q44762,Q414,Undirected,1,In Land
Q120855316,Q408,Undirected,1,Woonplaats
Q120855316,Q34932,Undirected,1,Sterfteplaats
Q120855316,Q12994,Undirected,1,Woonplaats
Q120855316,Q12995,Undirected,1,Woonplaats
Q120855316,Q84,Undirected,1,Woonplaats
Q120855316,Q84,Undirected,1,Geboorteplaats
Q125282135,Q12994,Undirected,1,Woonplaats
Q3080591,Q12994,Undirected,1,Sterfteplaats
Q3080591,Q12994,Undirected,1,Werklocatie
Q3080591,Q2340735,Undirected,1,Geboorteplaats
Q62080181,Q12994,Undirected,1,Sterfteplaats
Q62080181,Q780561,Undirected,1,Geboorteplaats
Q125275288,Q300970,Undirected,1,Geboorteplaats
Q125275288,Q12994,Undirected,1,Sterfteplaats
Q125275288,Q12994,Undirected,1,Woonplaats
Q125275288,Q2647040,Undirected,1,Woonplaats
Q125352256,Q12994,Undirected,1,Woonplaats
Q125352256,Q12994,Undirected,1,Geboorteplaats
Q2085862,Q31,Undirected,1,In Land
Q724283,Q31,Undirected,1,In Land
Q132321245,Q12994,Undirected,1,Geboorteplaats
Q132321245,Q12994,Undirected,1,Woonplaats
Q132321245,Q211037,Undirected,1,Woonplaats
Q132321245,Q211037,Undirected,1,Sterfteplaats
Q2261514,Q31,Undirected,1,In Land
Q192859,Q31,Undirected,1,In Land
Q42196616,Q1296,Undirected,1,Werklocatie
Q42196616,Q1296,Undirected,1,Sterfteplaats
Q42196616,Q2026816,Undirected,1,Geboorteplaats
Q42196616,Q13127,Undirected,1,Werklocatie
Q2546317,Q815948,Undirected,1,Sterfteplaats
Q2546317,Q270633,Undirected,1,Geboorteplaats
Q57197744,Q12994,Undirected,1,Sterfteplaats
Q57197744,Q12994,Undirected,1,Werklocatie
Q57197744,Q12994,Undirected,1,Geboorteplaats
