ID,Label,Type,Image,birthPlaceLabel,copybirthplace,coordinate location,coordinate location 1,Final Latitude,coordinate location 2,Final Longitude,birthCountryLabel,deathPlaceLabel,deathCountryLabel,Samengestelde werkplaatsen,Samengestelde woonplaatsen,Bijhorendland,BijhorendlandLabel,CopyID,Latitude,Longitude
Q115981931,Florimond Vanden Bulcke,Person,,Sint-Denijs,Sint-Denijs,"50.7517,3.3664",50.7517,50.7517,3.3664,3.3664,België,Kuurne,België,,,,,Q115981931,,
Q116509612,Francesca Christophers,Person,,St Pancras,London Borough of Camden,"51.54277777777778,-0.15944444444444444",51.54277777777778,51.54277777777778,-0.15944444444444444,-0.15944444444444444,Verenigd Koninkrijk,Elham,Verenigd Koninkrijk,,,,,Q116509612,,
Q119039938,Francis Lawrence Weale,Person,,Islington,London Borough of Islington,"51.541666666667,-0.10222222222222",51.541666666667,51.541666666667,-0.10222222222222,-0.10222222222222,Verenigd Koninkrijk,Reading,Verenigd Koninkrijk,,,,,Q119039938,,
Q122964092,Franciscus Augustus Van Wtberghe,Person,,Poperinge,Poperinge,"50.8547,2.7256",50.8547,50.8547,2.7256,2.7256,België,Poperinge,België,,,,,Q122964092,,
Q115811922,Franciscus Benoot,Person,,Meulebeke,Meulebeke,"50.9497,3.2869",50.9497,50.9497,3.2869,3.2869,België,Kortrijk,België,,,,,Q115811922,,
Q115982485,Franciscus Boudeweel,Person,,Sint-Lievens-Houtem,Sint-Lievens-Houtem,"50.916666666667,3.8666666666667",50.916666666667,50.916666666667,3.8666666666667,3.8666666666667,België,Kortrijk,België,,,,,Q115982485,,
Q115831995,Franciscus-Xaverius Ciamberlani,Person,,Münster,Münster,"51.9625,7.6255555555556",51.9625,51.9625,7.6255555555556,7.6255555555556,Duitsland,Beveren,België,,,,,Q115831995,,
Q115982545,Franciscus-Xaverius Mervillie,Person,,Wontergem,Wontergem,"50.9794,3.4444",50.9794,50.9794,3.4444,3.4444,België,Torhout,België,,,,,Q115982545,,
Q2361397,Frans De Cort,Person,,Antwerpen,Province of Antwerp,"51.216666666667,4.4166666666667",51.216666666667,51.216666666667,4.4166666666667,4.4166666666667,België,Elsene,België,,,,,Q2361397,,
Q15461013,Frans De Potter,Person,http://commons.wikimedia.org/wiki/Special:FilePath/De%20Potter%20Frans%20070512.png,Gent,Ghent,"51.05361111111111,3.725277777777778",51.05361111111111,51.05361111111111,3.725277777777778,3.725277777777778,België,Gent,België,,,,,Q15461013,,
Q15956,Frans Schollaert,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Schollaert.jpg,Wilsele,Wilsele,"50.9,4.7",50.9,50.9,4.7,4.7,België,Sainte-Adresse,Frankrijk,,,,,Q15956,,
Q121078001,Frans Verbeke,Person,,Sint-Eloois-Vijve,Sint-Eloois-Vijve,"50.9056,3.4042",50.9056,50.9056,3.4042,3.4042,België,Vancouver,Canada,,,,,Q121078001,,
Q120913841,François Auguste Van Costenoble,Person,,Belle,Belley,"45.759166666667,5.6880555555556",45.759166666667,45.759166666667,5.6880555555556,5.6880555555556,Frankrijk,Vleteren,Frankrijk,,,,,Q120913841,,
Q120504176,François De Brouwer,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Maredsous,België,,,,,Q120504176,,
Q136735429,François Joseph Brondel,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Brugge,België,,,,,Q136735429,,
Q1894475,François Van den Abeele,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Brugge,België,,,,,Q1894475,,
Q1286149,Frederick William Faber,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frederick%20William%20Faber.jpg,Calverley,Calverley Lake,"58.1338888888889,-98.3338888888889",58.1338888888889,58.1338888888889,-98.3338888888889,-98.3338888888889,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,,Q1286149,,
Q42596,Frédéric Mistral,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Frederic%20Mistral%20portrait%20photo.jpg,Maillane,Maillane,"43.832777777778,4.7819444444444",43.832777777778,43.832777777778,4.7819444444444,4.7819444444444,Frankrijk,Maillane,Frankrijk,,,,,Q42596,,
Q122754021,Félicie Marie Heldenbergh,Person,,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Kortrijk,België,,,,,Q122754021,,
Q125351679,Félix Pierre Victor Raikem,Person,,Luik,Province of Liege,"50.633333333333,5.5666666666667",50.633333333333,50.633333333333,5.5666666666667,5.5666666666667,België,Parijs,Frankrijk,,,,,Q125351679,,
Q122971209,George Parker,Person,,,,,,,,,,Oxford,Verenigd Koninkrijk,,,,,Q122971209,,
Q119796023,Georges Vincent Eugène Louis Beyaert,Person,,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Kortrijk,België,,,,,Q119796023,,
Q118725738,Georges William Gadd,Person,,Salford,Salford,"53.482777777778,-2.2930555555556",53.482777777778,53.482777777778,-2.2930555555556,-2.2930555555556,Verenigd Koninkrijk,Zanesville,Verenigde Staten,,,,,Q118725738,,
Q118189985,Georgina Coxon,Person,,Killarney,Killarney,"49.1833,-99.6628",49.1833,49.1833,-99.6628,-99.6628,Ierland,Brugge,België,,,,,Q118189985,,
Q2606766,Gerard van Caloen,Person,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rard%20van%20Caloen%20%28detail%29.jpg,Loppem,Loppem,"51.1542,3.1903",51.1542,51.1542,3.1903,3.1903,België,Antibes,Frankrijk,,,,,Q2606766,,
Q2319173,Gerrit Jacob Boekenoogen,Person,http://commons.wikimedia.org/wiki/Special:FilePath/BoekenoogenGJ.jpg,Wormerveer,Wormerveer,"52.483333333333,4.7833333333333",52.483333333333,52.483333333333,4.7833333333333,4.7833333333333,Nederland,Leiden,Nederland,,,,,Q2319173,,
Q116460145,Gerrit Pieter Roos,Person,,Aardenburg,Aardenburg,"51.274444444444,3.4452777777778",51.274444444444,51.274444444444,3.4452777777778,3.4452777777778,Nederland,Croix,Frankrijk,,,,,Q116460145,,
Q122842009,Grace Sherrington,Person,,Preston,Preston,"53.759444444444,-2.6980555555556",53.759444444444,53.759444444444,-2.6980555555556,-2.6980555555556,Verenigd Koninkrijk,,,,,,,Q122842009,,
Q115844439,Gustaaf Carton,Person,,Wingene,Wingene,"51.05,3.2666666666667",51.05,51.05,3.2666666666667,3.2666666666667,België,Wingene,België,,,,,Q115844439,,
Q115813555,Gustaaf Janssens,Person,,Mechelen,Arrondissement of Mechelen,"51.05,4.5",51.05,51.05,4.5,4.5,België,Brussel,België,,,,,Q115813555,,
Q115835763,Gustaaf Van de Putte,Person,,Izegem,Izegem,"50.9172,3.215",50.9172,50.9172,3.215,3.215,België,Ardooie,België,,,,,Q115835763,,
Q122872984,Gustaaf Verheust-Dekeyser,Person,,Izegem,Izegem,"50.9172,3.215",50.9172,50.9172,3.215,3.215,België,Rochester,Verenigde Staten,,,,,Q122872984,,
Q2190493,Gustaaf Verriest,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaaf%20Louise%20Oda%20Hugo%20Verriest%20in%201861.jpg,Deerlijk,Deerlijk,"50.8533,3.3533",50.8533,50.8533,3.3533,3.3533,België,Saint-Cloud,Frankrijk,,,,,Q2190493,,
Q115837646,Gustaf François Marie Van Mullem,Person,,Sijsele,Sijsele,"51.2022,3.3236",51.2022,51.2022,3.3236,3.3236,België,Assebroek,België,,,,,Q115837646,,
Q115838249,Gustaf Vandendries,Person,,Veurne,Arrondissement of Veurne,"51.07,2.66",51.07,51.07,2.66,2.66,België,Outrijve,België,,,,,Q115838249,,
Q115818541,Gustave Delescluze,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Kortrijk,België,,,,,Q115818541,,
Q2496044,Gustave Henri Flamen,Person,,Brussel,City of Brussels,"50.846666666666664,4.351666666666667",50.846666666666664,50.846666666666664,4.351666666666667,4.351666666666667,België,Brugge,België,,,,,Q2496044,,
Q2191260,Gustave Waffelaert,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Gustaaf%20Jozef%20Waffelaert%20-%2022ste%20bisschop%20van%20Brugge%20-%20Belgi%C3%AB.jpg,Rollegem,Rollegem,"50.7686,3.2622",50.7686,50.7686,3.2622,3.2622,België,Brugge,België,,,,,Q2191260,,
Q122971559,Gustavus Henricus Jochem,Person,,Tielt,Arrondissement of Tielt,"51,3.3",51,51,3.3,3.3,België,Geluwe,België,,,,,Q122971559,,
Q125541827,Heinrich Hubert Schmitz,Person,,Bonn,Bonn,"50.735277777777775,7.102222222222222",50.735277777777775,50.735277777777775,7.102222222222222,7.102222222222222,Duitsland,,,,,,,Q125541827,,
Q116508871,Helena Amelia Walton,Person,,Londen,London,"51.507222222222,-0.1275",51.507222222222,51.507222222222,-0.1275,-0.1275,Verenigd Koninkrijk,Engeland,Verenigd Koninkrijk,,,,,Q116508871,,
Q125360612,Heloise Geneviève Gruselle,Person,,,,,,,,,,,,,,,,Q125360612,,
Q119794240,Hendrik Berghman,Person,,Ieper,Arrondissement of Ypres,"50.85,2.9166666666667",50.85,50.85,2.9166666666667,2.9166666666667,België,Dundalk,Ierland,,,,,Q119794240,,
Q87648661,Hendrik Brinck,Person,,Brussel,City of Brussels,"50.846666666666664,4.351666666666667",50.846666666666664,50.846666666666664,4.351666666666667,4.351666666666667,België,Kortrijk,België,,,,,Q87648661,,
Q119860278,Hendrik Claes,Person,,Antwerpen,Province of Antwerp,"51.216666666667,4.4166666666667",51.216666666667,51.216666666667,4.4166666666667,4.4166666666667,België,Antwerpen,België,,,,,Q119860278,,
Q378133,Hendrik Conscience,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrik%20Conscience.jpg,Antwerpen,Province of Antwerp,"51.216666666667,4.4166666666667",51.216666666667,51.216666666667,4.4166666666667,4.4166666666667,België,Elsene,België,,,,,Q378133,,
Q136760074,Hendrik Depoorter,Person,,Emelgem,Emelgem,"50.9233,3.2297",50.9233,50.9233,3.2297,3.2297,België,Sint-Kruis,België,,,,,Q136760074,,
Q120377148,Hendrik Dobbelaere,Person,,Lo,Province of Lodi,"45.316666666667,9.5",45.316666666667,45.316666666667,9.5,9.5,België,Lo,België,,,,,Q120377148,,
Q113627806,Hendrik Karel Van Doorne,Person,,Poeke,Poeke,"51.0411,3.4436",51.0411,51.0411,3.4436,3.4436,België,Poeke,België,,,,,Q113627806,,
Q571426,Hendrik Kern,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Hendrik%20Caspar%20Kern.jpg,Purworejo,Purworejo,"-7.7166666666667,110.01666666667",-7.7166666666667,-7.7166666666667,110.01666666667,110.01666666667,Indonesië,Utrecht,Nederland,,,,,Q571426,,
Q115815004,Hendrik Mortier,Person,,Ieper,Arrondissement of Ypres,"50.85,2.9166666666667",50.85,50.85,2.9166666666667,2.9166666666667,België,Kortrijk,België,,,,,Q115815004,,
Q114081509,Hendrik Persyn,Person,,Wingene,Wingene,"51.05,3.2666666666667",51.05,51.05,3.2666666666667,3.2666666666667,België,Wingene,België,,,,,Q114081509,,
Q11029222,Hendrik Pickery,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrik%20Pickery%20gedenkteken%20R03.jpg,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Brugge,België,,,,,Q11029222,,
Q115840228,Hendrik Prévost,Person,,Sint-Winoksbergen,Bergues,"50.968611111111,2.4341666666667",50.968611111111,50.968611111111,2.4341666666667,2.4341666666667,Frankrijk,Kortrijk,België,,,,,Q115840228,,
Q94896539,Hendrik Q. Janssen,Person,,Sint Anna ter Muiden,Sint Anna ter Muiden,"51.314444444444,3.3641666666667",51.314444444444,51.314444444444,3.3641666666667,3.3641666666667,Nederland,Goes,Nederland,,,,,Q94896539,,
Q3431564,Hendrik Sermon,Person,,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,"50.783333333333,4.25",50.783333333333,50.783333333333,4.25,4.25,België,Borgerhout,België,,,,,Q3431564,,
Q115840173,Hendrik Van Witberghe,Person,,Izegem,Izegem,"50.9172,3.215",50.9172,50.9172,3.215,3.215,België,Gent,België,,,,,Q115840173,,
Q115839965,Hendrik Vandendriessche,Person,,Otegem,Otegem,"50.8072,3.4194",50.8072,50.8072,3.4194,3.4194,België,Aalbeke,België,,,,,Q115839965,,
Q123416074,Henri Delbaere,Person,,Ingooigem,Ingooigem,"50.8192,3.4319",50.8192,50.8192,3.4319,3.4319,België,Danville,Verenigde Staten,,,,,Q123416074,,
Q110039252,Henri Delbar,Person,,Moeskroen,Arrondissement of Mouscron,"50.75,3.2",50.75,50.75,3.2,3.2,België,Menen,België,,,,,Q110039252,,
Q123717111,Henri Dufour,Person,,Pittem,Pittem,"50.983333333333,3.2666666666667",50.983333333333,50.983333333333,3.2666666666667,3.2666666666667,België,Brugge,België,,,,,Q123717111,,
Q115834868,Henri Louis Joseph Messiaen,Person,,Ten Brielen,Ten Brielen,,,,,,België,Westkerke,België,,,,,Q115834868,,
Q3346571,Henri Nolf,Person,,,,,,,,,,,,,,,,Q3346571,,
Q3032807,Henri Rommel,Person,,Rumbeke,Rumbeke,"50.9333,3.1539",50.9333,50.9333,3.1539,3.1539,België,Brugge,België,,,,,Q3032807,,
Q125559890,Henri Van De Wattyne,Person,,Biervliet,Biervliet,"51.328055555556,3.6855555555556",51.328055555556,51.328055555556,3.6855555555556,3.6855555555556,Nederland,Gent,België,,,,,Q125559890,,
Q115827696,Henricus Blancke,Person,,Wontergem,Wontergem,"50.9794,3.4444",50.9794,50.9794,3.4444,3.4444,België,Gent,België,,,,,Q115827696,,
Q115979994,Henricus De Badts,Person,,Poperinge,Poperinge,"50.8547,2.7256",50.8547,50.8547,2.7256,2.7256,België,Dudzele,België,,,,,Q115979994,,
Q125246358,Henricus De Vriese,Person,,Wingene,Wingene,"51.05,3.2666666666667",51.05,51.05,3.2666666666667,3.2666666666667,België,Wingene,België,,,,,Q125246358,,
Q120199426,Henry Edwin Harford,Person,,Manchester,Manchester,"53.466666666667,-2.2333333333333",53.466666666667,53.466666666667,-2.2333333333333,-2.2333333333333,Verenigd Koninkrijk,Londen,Verenigd Koninkrijk,,,,,Q120199426,,
Q1978131,Hilaris Allaeys,Person,,Woesten,Woesten,"50.9003,2.79",50.9003,50.9003,2.79,2.79,België,Antwerpen,België,,,,,Q1978131,,
Q28973684,Hippoliet Haerynck,Person,,Keiem,Keiem,"51.0819,2.8844",51.0819,51.0819,2.8844,2.8844,België,Vorst,België,,,,,Q28973684,,
Q119625198,Hippoliet Verhulst,Person,,,,,,,,,,,,,,,,Q119625198,,
Q115982426,Honoratus Van Wezemael,Person,,Sinaai,Sinaai,"51.1592,4.0442",51.1592,51.1592,4.0442,4.0442,België,Gent,België,,,,,Q115982426,,
Q115821479,Honoré Cardoen,Person,,Wervik,Wervik,"50.7797,3.04",50.7797,50.7797,3.04,3.04,België,Spiere,België,,,,,Q115821479,,
Q118732552,Hortense Delbaere,Person,,Aalbeke,Aalbeke,"50.7781,3.2294",50.7781,50.7781,3.2294,3.2294,België,Kortrijk,België,,,,,Q118732552,,
Q117244596,Hortense Gezelle,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20van%20Hortense%20Gezelle.jpg,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Loppem,België,,,,,Q117244596,,
Q981444,Hugo Verriest,Person,http://commons.wikimedia.org/wiki/Special:FilePath/HugoVerriest.jpg,Deerlijk,Deerlijk,"50.8533,3.3533",50.8533,50.8533,3.3533,3.3533,België,Ingooigem,België,,,,,Q981444,,
Q117264774,Hélène Janssens,Person,,Sint-Niklaas,Sint-Niklaas,"51.164444444444,4.1391666666667",51.164444444444,51.164444444444,4.1391666666667,4.1391666666667,België,Brugge,België,,,,,Q117264774,,
Q5983066,Ian Theodor Beelen,Person,,Amsterdam,Amsterdam,"52.36666666666667,4.883333333333333",52.36666666666667,52.36666666666667,4.883333333333333,4.883333333333333,Nederland,Leuven,België,,,,,Q5983066,,
Q55672664,Ignace de Coussemaker,Person,,Belle,Belley,"45.759166666667,5.6880555555556",45.759166666667,45.759166666667,5.6880555555556,5.6880555555556,Frankrijk,Belle,Frankrijk,,,,,Q55672664,,
Q129069726,Isabelle Marie de Proli,Person,,Essen,Hesse,"50.60802777777778,9.028472222222222",50.60802777777778,50.60802777777778,9.028472222222222,9.028472222222222,België,Kortrijk,België,,,,,Q129069726,,
Q115818849,Isidoor Hemeryck,Person,,Beveren,Beveren,"51.2,4.25",51.2,51.2,4.25,4.25,België,Leuven,België,,,,,Q115818849,,
Q2627945,Isidoor Teirlinck,Person,,Zegelsem,Zegelsem,"50.82,3.7175",50.82,50.82,3.7175,3.7175,België,Vorst,België,,,,,Q2627945,,
Q115827506,Isidoor Van Cleemput,Person,,Waasmunster,Waasmunster,"51.10977265182779,4.08435728685106",51.10977265182779,51.10977265182779,4.08435728685106,4.08435728685106,België,Meigem,België,,,,,Q115827506,,
Q115980044,Isidoor Verdoodt,Person,,Opwijk,Opwijk,"50.966666666667,4.1833333333333",50.966666666667,50.966666666667,4.1833333333333,4.1833333333333,België,Mortsel,België,,,,,Q115980044,,
Q115982548,Isidorus Fraeys,Person,,Roeselare,Arrondissement of Roeselare,"50.946667,3.123333",50.946667,50.946667,3.123333,3.123333,België,Aarsele,België,,,,,Q115982548,,
Q20604626,J.H.J. van Wageningen thoe Dekema,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20van%20Wageningen%20thoe%20Dekema.jpg,Leeuwarden,Leeuwarden,"53.2,5.7833333333333",53.2,53.2,5.7833333333333,5.7833333333333,Nederland,Jelsum,Nederland,,,,,Q20604626,,
Q110039260,Jacob Lenaerts,Person,,Zonhoven,Zonhoven,"50.985277777778,5.3647222222222",50.985277777778,50.985277777778,5.3647222222222,5.3647222222222,België,Landen,België,,,,,Q110039260,,
Q961180,Jacob Verdam,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jacob%20Verdam%2C%20hoogleraar%20Nederlandse%20Taal%20te%20Leiden%20Icones%20298.tiff,Amsterdam,Amsterdam,"52.36666666666667,4.883333333333333",52.36666666666667,52.36666666666667,4.883333333333333,4.883333333333333,Nederland,Leiden,Nederland,,,,,Q961180,,
Q43129301,Jacobus Augustinus de Rijk,Person,,Hilversum,Hilversum,"52.23,5.18",52.23,52.23,5.18,5.18,Nederland,,,,,,,Q43129301,,
Q115839946,Jacobus Vanden Berghe,Person,,Heule,Heule,"50.8428,3.2353",50.8428,50.8428,3.2353,3.2353,België,Heule,België,,,,,Q115839946,,
Q45029767,Jakob Muyldermans,Person,,Oksdonk,Oksdonk,"51.0075,4.363889",51.0075,51.0075,4.363889,4.363889,België,Mechelen,België,,,,,Q45029767,,
Q2424814,Jan Baptist David,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Baptist%20David%20-%20lithograph%20by%20Louis%20Tuerlinckx.jpg,Lier,Lier,"51.13111111111111,4.5697222222222225",51.13111111111111,51.13111111111111,4.5697222222222225,4.5697222222222225,België,Leuven,België,,,,,Q2424814,,
Q42853596,Jan Baptist Vervliet,Person,,,,,,,,,,,,,,,,Q42853596,,
Q1920135,Jan Bols,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Bols%2C%20borststuk%20door%20E.%20Fabronius.tif,Werchter,Werchter,"50.9703,4.6936",50.9703,50.9703,4.6936,4.6936,België,Aarschot,België,,,,,Q1920135,,
Q37766220,Jan Broeckaert,Person,,Wetteren,Wetteren,"51,3.8833333333333",51,51,3.8833333333333,3.8833333333333,België,Dendermonde,België,,,,,Q37766220,,
Q110039159,Jan Craeynest,Person,,Oostrozebeke,Oostrozebeke,"50.916666666667,3.3333333333333",50.916666666667,50.916666666667,3.3333333333333,3.3333333333333,België,Sint-Michiels,België,,,,,Q110039159,,
Q120176244,Jan De Neve,Person,,Heist,Heist,"53.65,9.65",53.65,53.65,9.65,9.65,België,Glasgow,Verenigd Koninkrijk,,,,,Q120176244,,
Q136805839,Jan Ferdinand Tuerlinckx,Person,,Glabbeek,Glabais,"50.6303,4.4531",50.6303,50.6303,4.4531,4.4531,België,Aarschot,België,,,,,Q136805839,,
Q2266893,Jan Ferguut,Person,,Sint-Amands,Sint-Amands,"51.0525,4.205",51.0525,51.0525,4.205,4.205,België,Schaarbeek,België,,,,,Q2266893,,
Q120493880,Jan Frans De Block,Person,,Puurs,Puurs,"51.0761,4.2803",51.0761,51.0761,4.2803,4.2803,België,Puurs,België,,,,,Q120493880,,
Q120727152,Jan Hendrik Loosveldt,Person,,Tielt,Arrondissement of Tielt,"51,3.3",51,51,3.3,3.3,België,Tielt,België,,,,,Q120727152,,
Q329468,Jan Nolet de Brauwere van Steeland,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jan%20Nolet%20de%20Brauwere%20van%20Steeland%2C%20RP-P-1906-1206.jpg,Rotterdam,Rotterdam,"51.92,4.48",51.92,51.92,4.48,4.48,Nederland,Vilvoorde,België,,,,,Q329468,,
Q975292,Jan Van Beers,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Van%20Beers.jpg,Antwerpen,Province of Antwerp,"51.216666666667,4.4166666666667",51.216666666667,51.216666666667,4.4166666666667,4.4166666666667,België,Antwerpen,België,,,,,Q975292,,
Q23895006,Jan Willem Brouwers,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Willem%20Brouwers%20%281831-1893%29%2C%20gravure%20J.%20Walter%20%28coll.%20Catharijne%20Convent%29.jpg,Margraten,Margraten,"50.816666666667,5.8166666666667",50.816666666667,50.816666666667,5.8166666666667,5.8166666666667,Nederland,Maastricht,Nederland,,,,,Q23895006,,
Q119011751,Jan van Damme,Person,,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Brugge,België,,,,,Q119011751,,
Q3171149,Jean Casier,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20Jean%20Casier%201880%20barcode%20910000105033.jpg,Gent,Ghent,"51.05361111111111,3.725277777777778",51.05361111111111,51.05361111111111,3.725277777777778,3.725277777777778,België,Gent,België,,,,,Q3171149,,
Q7190386,Jean Joseph Loiseaux,Person,,Bergen,Bergen,"51.5992,6.0336",51.5992,51.5992,6.0336,6.0336,België,Brugge,België,,,,,Q7190386,,
Q113731929,Jean Scherpereel,Person,,Oostnieuwkerke,Oostnieuwkerke,"50.9403,3.0597",50.9403,50.9403,3.0597,3.0597,België,Brugge,België,,,,,Q113731929,,
Q2163210,Jean van Ruymbeke,Person,,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Oedelem,België,,,,,Q2163210,,
Q3163681,Jean-Aloys Van Steenkiste,Person,,Rumbeke,Rumbeke,"50.9333,3.1539",50.9333,50.9333,3.1539,3.1539,België,Brugge,België,,,,,Q3163681,,
Q354052,Jean-Baptiste Bethune,Person,http://commons.wikimedia.org/wiki/Special:FilePath/JBBethune%20par%20Raoux.jpg,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Marke,België,,,,,Q354052,,
Q3164253,Jean-Baptiste Malou,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Joannes%20Baptista%20Malou%20-%20Bishop%20of%20Bruges.jpg,Ieper,Arrondissement of Ypres,"50.85,2.9166666666667",50.85,50.85,2.9166666666667,2.9166666666667,België,Brugge,België,,,,,Q3164253,,
Q2672741,Jean-Baptiste de Bethune jr.,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Heestert,België,,,,,Q2672741,,
Q122854006,Jeanne Marie Emilie Colette Ghislaine de Bethune,Person,,Oostrozebeke,Oostrozebeke,"50.916666666667,3.3333333333333",50.916666666667,50.916666666667,3.3333333333333,3.3333333333333,België,Linden,België,,,,,Q122854006,,
Q125257816,Jeannette Marie Rosseeuw,Person,,Kortrijk,Kortrijk,"50.8275,3.265833333333333",50.8275,50.8275,3.265833333333333,3.265833333333333,België,Izegem,België,,,,,Q125257816,,
Q116508494,Jemima Stroud,Person,,Brentford,Brentford,"51.4861,-0.3101",51.4861,51.4861,-0.3101,-0.3101,Verenigd Koninkrijk,Devizes,Verenigd Koninkrijk,,,,,Q116508494,,
Q2181847,Jeroom Noterdaeme,Person,,Lo,Province of Lodi,"45.316666666667,9.5",45.316666666667,45.316666666667,9.5,9.5,België,Sint-Andries,België,,,,,Q2181847,,
Q115838569,Jerôme Vervaeke,Person,,Koekelare,Koekelare,"51.0906,2.9803",51.0906,51.0906,2.9803,2.9803,België,Tielt,België,,,,,Q115838569,,
Q118495679,Joannes Alberdingk,Person,,Amsterdam,Amsterdam,"52.36666666666667,4.883333333333333",52.36666666666667,52.36666666666667,4.883333333333333,4.883333333333333,Nederland,Amsterdam,Nederland,,,,,Q118495679,,
Q115980136,Joannes Catulle,Person,,Ingelmunster,Ingelmunster,"50.9208,3.2533",50.9208,50.9208,3.2533,3.2533,België,Brussel,België,,,,,Q115980136,,
Q123689724,Joannes De Neve,Person,,Evergem,Evergem,"51.1086,3.7075",51.1086,51.1086,3.7075,3.7075,België,Lier,België,,,,,Q123689724,,
Q115834873,Joannes Spillemaeckers,Person,,Boom,Boom,"51.0875,4.366666666666666",51.0875,51.0875,4.366666666666666,4.366666666666666,België,Overijse,België,,,,,Q115834873,,
Q115839975,Joannes Vandenweghe,Person,,Ledegem,Ledegem,"50.8531,3.1267",50.8531,50.8531,3.1267,3.1267,België,Houtem,België,,,,,Q115839975,,
Q3067739,Joaquim Rubió i Ors,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Rubio%20i%20ors.jpg,Barcelona,Barcelona,"41.3825,2.1769444444444",41.3825,41.3825,2.1769444444444,2.1769444444444,Spanje,Barcelona,Spanje,,,,,Q3067739,,
Q3531475,Johan De Stoop,Person,,Brugge,Bruges,"51.208888888888886,3.2241666666666666",51.208888888888886,51.208888888888886,3.2241666666666666,3.2241666666666666,België,Roeselare,België,,,,,Q3531475,,
Q3166510,Johan Joseph Faict,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Brugge%20-%20Bisschop%20Faict%20%281864-1894%29%20-%20Brugge%20-%20Belgi%C3%AB.jpg,Leffinge,Löffingen,"47.883888888889,8.3436111111111",47.883888888889,47.883888888889,8.3436111111111,8.3436111111111,België,Brugge,België,,,,,Q3166510,,
Q2491266,Johan Winkler,Person,http://commons.wikimedia.org/wiki/Special:FilePath/Johan%20Winkler.jpg,Leeuwarden,Leeuwarden,"53.2,5.7833333333333",53.2,53.2,5.7833333333333,5.7833333333333,Nederland,Haarlem,Nederland,,,,,Q2491266,,
Q21549953,Johannes Franck,Person,,Bendorf,Bendorf,"47.4875,7.2816666666667",47.4875,47.4875,7.2816666666667,7.2816666666667,Duitsland,Bonn,Duitsland,,,,,Q21549953,,
Q120733873,Johannes-Désiré Minnaert,Person,,Ursel,Ursel,"51.1303,3.485",51.1303,51.1303,3.485,3.485,België,Tielt,België,,,,,Q120733873,,
Q120491424,John Crawley,Person,,,,,,,,,,,,,,,,Q120491424,,
